"t","s","i","r","place","betap","gammap","M1","M2","M3"
57.2,15374362,3237069,44194539,3,1.06147e-08,0.33333,1,3,0
57.25,19956413,488228.8,1755448,1,2.022192e-08,0.33333,0,1,6
57.25,419012.9,12872.56,1586083,2,3.303601e-07,0.33333,1,0,7
57.25,15348083,3209626,44248261,3,1.06147e-08,0.33333,1,6,0
57.3,19946547,489943.4,1763600,1,2.022192e-08,0.33333,0,4,0
57.3,418924.2,12747.66,1586296,2,3.303601e-07,0.33333,1,0,2
57.3,15322072,3182372,44301527,3,1.06147e-08,0.33333,6,5,0
57.35,19936651,491659.6,1771780,1,2.022192e-08,0.33333,0,10,1
57.35,418836.5,12624.31,1586508,2,3.303601e-07,0.33333,1,0,5
57.35,15296325,3155306,44354340,3,1.06147e-08,0.33333,7,2,0
57.4,19926725,493376.5,1779988,1,2.022192e-08,0.33333,0,3,2
57.4,418749.6,12502.13,1586717,2,3.303601e-07,0.33333,2,0,2
57.4,15270840,3128427,44406704,3,1.06147e-08,0.33333,5,3,0
57.45,19916770,495094.8,1788225,1,2.022192e-08,0.33333,0,7,1
57.45,418663.5,12380.92,1586924,2,3.303601e-07,0.33333,0,0,2
57.45,15245614,3101736,44458621,3,1.06147e-08,0.33333,6,3,0
57.5,19906785,496813.7,1796491,1,2.022192e-08,0.33333,0,1,5
57.5,418578.3,12261.17,1587130,2,3.303601e-07,0.33333,3,0,1
57.5,15220644,3075231,44510095,3,1.06147e-08,0.33333,6,5,0
57.55,19896771,498533.9,1804786,1,2.022192e-08,0.33333,0,2,5
57.55,418494,12142.27,1587333,2,3.303601e-07,0.33333,2,0,7
57.55,15195928,3048913,44561129,3,1.06147e-08,0.33333,5,2,0
57.6,19886727,500254.8,1813109,1,2.022192e-08,0.33333,0,4,1
57.6,418410.4,12024.15,1587535,2,3.303601e-07,0.33333,1,0,1
57.6,15171464,3022780,44611725,3,1.06147e-08,0.33333,1,1,0
57.65,19876653,501976.4,1821461,1,2.022192e-08,0.33333,0,5,0
57.65,418327.8,11907.57,1587734,2,3.303601e-07,0.33333,6,0,2
57.65,15147249,2996833,44661888,3,1.06147e-08,0.33333,2,4,0
57.7,19866550,503699.1,1829841,1,2.022192e-08,0.33333,0,7,2
57.7,418245.9,11792,1587931,2,3.303601e-07,0.33333,5,0,1
57.7,15123279,2971071,44711620,3,1.06147e-08,0.33333,8,0,0
57.75,19856418,505422.5,1838250,1,2.022192e-08,0.33333,0,5,1
57.75,418164.8,11677.53,1588127,2,3.303601e-07,0.33333,5,0,2
57.75,15099553,2945492,44760924,3,1.06147e-08,0.33333,0,6,0
57.8,19846256,507146.4,1846688,1,2.022192e-08,0.33333,0,11,4
57.8,418084.6,11564.31,1588321,2,3.303601e-07,0.33333,3,0,4
57.8,15076069,2920098,44809803,3,1.06147e-08,0.33333,3,4,0
57.85,19836064,508870.6,1855155,1,2.022192e-08,0.33333,0,3,2
57.85,418005.1,11452.38,1588512,2,3.303601e-07,0.33333,0,0,0
57.85,15052823,2894886,44858261,3,1.06147e-08,0.33333,2,5,0
57.9,19825844,510595.6,1863651,1,2.022192e-08,0.33333,0,2,1
57.9,417926.4,11341.52,1588702,2,3.303601e-07,0.33333,4,0,3
57.9,15029813,2869857,44906299,3,1.06147e-08,0.33333,6,3,0
57.95,19815594,512321.7,1872175,1,2.022192e-08,0.33333,0,5,2
57.95,417848.5,11231.22,1588891,2,3.303601e-07,0.33333,2,0,4
57.95,15007037,2845009,44953922,3,1.06147e-08,0.33333,0,1,0
58,19805314,514047.7,1880728,1,2.022192e-08,0.33333,0,3,2
58,417771.4,11122.08,1589077,2,3.303601e-07,0.33333,2,0,4
58,14984493,2820343,45001133,3,1.06147e-08,0.33333,1,3,0
58.05,19795006,515774.3,1889310,1,2.022192e-08,0.33333,0,6,3
58.05,417695,11013.99,1589261,2,3.303601e-07,0.33333,2,0,2
58.05,14962177,2795858,45047934,3,1.06147e-08,0.33333,0,4,0
58.1,19784668,517501,1897920,1,2.022192e-08,0.33333,0,4,3
58.1,417619.4,10907.23,1589444,2,3.303601e-07,0.33333,2,0,4
58.1,14940088,2771553,45094328,3,1.06147e-08,0.33333,3,4,0
58.15,19774302,519228.3,1906559,1,2.022192e-08,0.33333,0,1,4
58.15,417544.5,10801.29,1589625,2,3.303601e-07,0.33333,4,0,3
58.15,14918224,2747426,45140319,3,1.06147e-08,0.33333,3,4,0
58.2,19763906,520956.1,1915228,1,2.022192e-08,0.33333,0,4,2
58.2,417470.4,10696.18,1589804,2,3.303601e-07,0.33333,4,0,2
58.2,14896582,2723479,45185909,3,1.06147e-08,0.33333,6,5,0
58.25,19753481,522684.3,1923924,1,2.022192e-08,0.33333,0,6,4
58.25,417397,10592.32,1589981,2,3.303601e-07,0.33333,1,0,7
58.25,14875159,2699708,45231102,3,1.06147e-08,0.33333,2,1,0
58.3,19743027,524412.1,1932650,1,2.022192e-08,0.33333,0,2,2
58.3,417324.3,10489.26,1590157,2,3.303601e-07,0.33333,2,0,2
58.3,14853954,2676116,45275900,3,1.06147e-08,0.33333,1,1,0
58.35,19732544,526140.4,1941405,1,2.022192e-08,0.33333,0,2,6
58.35,417252.4,10387.19,1590331,2,3.303601e-07,0.33333,9,0,5
58.35,14832964,2652700,45320306,3,1.06147e-08,0.33333,4,0,0
58.4,19722032,527869.1,1950188,1,2.022192e-08,0.33333,0,4,4
58.4,417181.2,10285.56,1590503,2,3.303601e-07,0.33333,0,0,2
58.4,14812187,2629460,45364323,3,1.06147e-08,0.33333,4,4,0
58.45,19711492,529597.3,1959000,1,2.022192e-08,0.33333,0,0,2
58.45,417110.6,10185.79,1590674,2,3.303601e-07,0.33333,9,0,2
58.45,14791621,2606394,45407955,3,1.06147e-08,0.33333,4,1,0
58.5,19700922,531326.3,1967841,1,2.022192e-08,0.33333,0,7,3
58.5,417040.8,10086.19,1590843,2,3.303601e-07,0.33333,6,0,4
58.5,14771263,2583503,45451203,3,1.06147e-08,0.33333,6,2,0
58.55,19690324,533054.8,1976711,1,2.022192e-08,0.33333,0,5,0
58.55,416971.7,9987.995,1591010,2,3.303601e-07,0.33333,1,0,1
58.55,14751113,2560786,45494071,3,1.06147e-08,0.33333,7,0,0
58.6,19679698,534783.2,1985609,1,2.022192e-08,0.33333,0,1,1
58.6,416903.2,9890.942,1591176,2,3.303601e-07,0.33333,3,0,3
58.6,14731166,2538240,45536563,3,1.06147e-08,0.33333,0,2,0
58.65,19669042,536511.3,1994537,1,2.022192e-08,0.33333,0,1,2
58.65,416835.4,9794.525,1591340,2,3.303601e-07,0.33333,10,0,3
58.65,14711422,2515868,45578680,3,1.06147e-08,0.33333,0,2,0
58.7,19658358,538239.6,2003493,1,2.022192e-08,0.33333,0,2,3
58.7,416768.3,9698.687,1591502,2,3.303601e-07,0.33333,0,0,0
58.7,14691879,2493666,45620425,3,1.06147e-08,0.33333,1,1,0
58.75,19647645,539967,2012478,1,2.022192e-08,0.33333,0,2,2
58.75,416701.9,9604.417,1591663,2,3.303601e-07,0.33333,1,0,1
58.75,14672533,2471635,45661802,3,1.06147e-08,0.33333,2,0,0
58.8,19636904,541694.2,2021492,1,2.022192e-08,0.33333,0,1,2
58.8,416636.1,9510.906,1591822,2,3.303601e-07,0.33333,4,0,1
58.8,14653384,2449773,45702813,3,1.06147e-08,0.33333,2,5,0
58.85,19626135,543421.2,2030534,1,2.022192e-08,0.33333,0,3,0
58.85,416571,9418.345,1591980,2,3.303601e-07,0.33333,9,0,6
58.85,14634428,2428080,45743461,3,1.06147e-08,0.33333,5,4,0
58.9,19615337,545148.2,2039606,1,2.022192e-08,0.33333,0,5,3
58.9,416506.5,9326.228,1592136,2,3.303601e-07,0.33333,0,0,6
58.9,14615665,2406555,45783749,3,1.06147e-08,0.33333,1,0,0
58.95,19604511,546873.8,2048706,1,2.022192e-08,0.33333,0,1,4
58.95,416442.7,9235.346,1592291,2,3.303601e-07,0.33333,4,0,4
58.95,14597092,2385198,45823680,3,1.06147e-08,0.33333,4,3,0
59,19593657,548599.4,2057834,1,2.022192e-08,0.33333,0,1,9
59,416379.4,9145.19,1592444,2,3.303601e-07,0.33333,0,0,3
