time, S, I, R
110.7,705.169,2.59358e-08,9304.83
110.75,705.169,2.55927e-08,9304.83
110.8,705.169,2.52542e-08,9304.83
110.85,705.169,2.49201e-08,9304.83
110.9,705.169,2.45904e-08,9304.83
110.95,705.169,2.42651e-08,9304.83
111,705.169,2.39441e-08,9304.83
111.05,705.169,2.36274e-08,9304.83
111.1,705.169,2.33148e-08,9304.83
111.15,705.169,2.30064e-08,9304.83
111.2,705.169,2.27021e-08,9304.83
111.25,705.169,2.24017e-08,9304.83
111.3,705.169,2.21054e-08,9304.83
111.35,705.169,2.1813e-08,9304.83
111.4,705.169,2.15244e-08,9304.83
111.45,705.169,2.12397e-08,9304.83
111.5,705.169,2.09587e-08,9304.83
111.55,705.169,2.06814e-08,9304.83
111.6,705.169,2.04079e-08,9304.83
111.65,705.169,2.01379e-08,9304.83
111.7,705.169,1.98715e-08,9304.83
111.75,705.169,1.96086e-08,9304.83
111.8,705.169,1.93492e-08,9304.83
111.85,705.169,1.90933e-08,9304.83
111.9,705.169,1.88407e-08,9304.83
111.95,705.169,1.85914e-08,9304.83
112,705.169,1.83455e-08,9304.83
112.05,705.169,1.81028e-08,9304.83
112.1,705.169,1.78633e-08,9304.83
112.15,705.169,1.7627e-08,9304.83
112.2,705.169,1.73938e-08,9304.83
112.25,705.169,1.71637e-08,9304.83
112.3,705.169,1.69367e-08,9304.83
112.35,705.169,1.67126e-08,9304.83
112.4,705.169,1.64916e-08,9304.83
112.45,705.169,1.62734e-08,9304.83
112.5,705.169,1.60581e-08,9304.83
112.55,705.169,1.58457e-08,9304.83
112.6,705.169,1.56361e-08,9304.83
112.65,705.169,1.54292e-08,9304.83
112.7,705.169,1.52251e-08,9304.83
112.75,705.169,1.50237e-08,9304.83
112.8,705.169,1.4825e-08,9304.83
112.85,705.169,1.46289e-08,9304.83
112.9,705.169,1.44353e-08,9304.83
112.95,705.169,1.42444e-08,9304.83
113,705.169,1.40559e-08,9304.83
113.05,705.169,1.387e-08,9304.83
113.1,705.169,1.36865e-08,9304.83
113.15,705.169,1.35055e-08,9304.83
113.2,705.169,1.33268e-08,9304.83
113.25,705.169,1.31505e-08,9304.83
113.3,705.169,1.29765e-08,9304.83
113.35,705.169,1.28049e-08,9304.83
113.4,705.169,1.26355e-08,9304.83
113.45,705.169,1.24683e-08,9304.83
113.5,705.169,1.23034e-08,9304.83
113.55,705.169,1.21406e-08,9304.83
113.6,705.169,1.198e-08,9304.83
113.65,705.169,1.18216e-08,9304.83
113.7,705.169,1.16652e-08,9304.83
113.75,705.169,1.15109e-08,9304.83
113.8,705.169,1.13586e-08,9304.83
113.85,705.169,1.12083e-08,9304.83
113.9,705.169,1.10601e-08,9304.83
113.95,705.169,1.09137e-08,9304.83
114,705.169,1.07694e-08,9304.83
114.05,705.169,1.06269e-08,9304.83
114.1,705.169,1.04863e-08,9304.83
114.15,705.169,1.03476e-08,9304.83
114.2,705.169,1.02107e-08,9304.83
114.25,705.169,1.00756e-08,9304.83
114.3,705.169,9.94236e-09,9304.83
114.35,705.169,9.81084e-09,9304.83
114.4,705.169,9.68105e-09,9304.83
114.45,705.169,9.55298e-09,9304.83
114.5,705.169,9.42661e-09,9304.83
114.55,705.169,9.30191e-09,9304.83
114.6,705.169,9.17886e-09,9304.83
114.65,705.169,9.05743e-09,9304.83
114.7,705.169,8.93762e-09,9304.83
114.75,705.169,8.81938e-09,9304.83
114.8,705.169,8.70271e-09,9304.83
114.85,705.169,8.58759e-09,9304.83
114.9,705.169,8.47399e-09,9304.83
114.95,705.169,8.36189e-09,9304.83
115,705.169,8.25127e-09,9304.83
115.05,705.169,8.14212e-09,9304.83
115.1,705.169,8.03441e-09,9304.83
115.15,705.169,7.92812e-09,9304.83
115.2,705.169,7.82324e-09,9304.83
115.25,705.169,7.71975e-09,9304.83
115.3,705.169,7.61763e-09,9304.83
115.35,705.169,7.51686e-09,9304.83
115.4,705.169,7.41742e-09,9304.83
115.45,705.169,7.3193e-09,9304.83
115.5,705.169,7.22247e-09,9304.83
115.55,705.169,7.12693e-09,9304.83
115.6,705.169,7.03265e-09,9304.83
115.65,705.169,6.93962e-09,9304.83
115.7,705.169,6.84782e-09,9304.83
115.75,705.169,6.75723e-09,9304.83
115.8,705.169,6.66784e-09,9304.83
115.85,705.169,6.57963e-09,9304.83
115.9,705.169,6.49259e-09,9304.83
115.95,705.169,6.4067e-09,9304.83
116,705.169,6.32195e-09,9304.83
116.05,705.169,6.23832e-09,9304.83
116.1,705.169,6.1558e-09,9304.83
116.15,705.169,6.07436e-09,9304.83
116.2,705.169,5.99401e-09,9304.83
116.25,705.169,5.91472e-09,9304.83
116.3,705.169,5.83647e-09,9304.83
116.35,705.169,5.75926e-09,9304.83
116.4,705.169,5.68308e-09,9304.83
116.45,705.169,5.6079e-09,9304.83
116.5,705.169,5.53371e-09,9304.83
116.55,705.169,5.46051e-09,9304.83
116.6,705.169,5.38827e-09,9304.83
116.65,705.169,5.31699e-09,9304.83
116.7,705.169,5.24666e-09,9304.83
116.75,705.169,5.17725e-09,9304.83
116.8,705.169,5.10876e-09,9304.83
116.85,705.169,5.04118e-09,9304.83
116.9,705.169,4.97449e-09,9304.83
116.95,705.169,4.90869e-09,9304.83
117,705.169,4.84375e-09,9304.83
117.05,705.169,4.77967e-09,9304.83
117.1,705.169,4.71644e-09,9304.83
117.15,705.169,4.65405e-09,9304.83
117.2,705.169,4.59249e-09,9304.83
117.25,705.169,4.53173e-09,9304.83
117.3,705.169,4.47178e-09,9304.83
117.35,705.169,4.41263e-09,9304.83
117.4,705.169,4.35426e-09,9304.83
117.45,705.169,4.29665e-09,9304.83
117.5,705.169,4.23982e-09,9304.83
117.55,705.169,4.18373e-09,9304.83
117.6,705.169,4.12838e-09,9304.83
117.65,705.169,4.07377e-09,9304.83
117.7,705.169,4.01988e-09,9304.83
117.75,705.169,3.9667e-09,9304.83
117.8,705.169,3.91423e-09,9304.83
117.85,705.169,3.86245e-09,9304.83
117.9,705.169,3.81135e-09,9304.83
117.95,705.169,3.76093e-09,9304.83
118,705.169,3.71118e-09,9304.83
118.05,705.169,3.66209e-09,9304.83
118.1,705.169,3.61364e-09,9304.83
118.15,705.169,3.56584e-09,9304.83
118.2,705.169,3.51867e-09,9304.83
118.25,705.169,3.47212e-09,9304.83
118.3,705.169,3.42619e-09,9304.83
118.35,705.169,3.38086e-09,9304.83
118.4,705.169,3.33614e-09,9304.83
118.45,705.169,3.29201e-09,9304.83
118.5,705.169,3.24846e-09,9304.83
118.55,705.169,3.20549e-09,9304.83
118.6,705.169,3.16308e-09,9304.83
118.65,705.169,3.12124e-09,9304.83
118.7,705.169,3.07995e-09,9304.83
118.75,705.169,3.0392e-09,9304.83
118.8,705.169,2.999e-09,9304.83
118.85,705.169,2.95933e-09,9304.83
118.9,705.169,2.92018e-09,9304.83
118.95,705.169,2.88155e-09,9304.83
119,705.169,2.84343e-09,9304.83
119.05,705.169,2.80582e-09,9304.83
119.1,705.169,2.7687e-09,9304.83
119.15,705.169,2.73207e-09,9304.83
119.2,705.169,2.69593e-09,9304.83
119.25,705.169,2.66027e-09,9304.83
119.3,705.169,2.62508e-09,9304.83
119.35,705.169,2.59035e-09,9304.83
119.4,705.169,2.55608e-09,9304.83
119.45,705.169,2.52227e-09,9304.83
119.5,705.169,2.4889e-09,9304.83
119.55,705.169,2.45598e-09,9304.83
119.6,705.169,2.42349e-09,9304.83
119.65,705.169,2.39143e-09,9304.83
119.7,705.169,2.35979e-09,9304.83
119.75,705.169,2.32858e-09,9304.83
119.8,705.169,2.29777e-09,9304.83
119.85,705.169,2.26738e-09,9304.83
119.9,705.169,2.23738e-09,9304.83
119.95,705.169,2.20778e-09,9304.83
120,705.169,2.17858e-09,9304.83
120.05,705.169,2.14976e-09,9304.83
120.1,705.169,2.12132e-09,9304.83
120.15,705.169,2.09326e-09,9304.83
120.2,705.169,2.06557e-09,9304.83
120.25,705.169,2.03824e-09,9304.83
120.3,705.169,2.01128e-09,9304.83
120.35,705.169,1.98467e-09,9304.83
120.4,705.169,1.95842e-09,9304.83
120.45,705.169,1.93251e-09,9304.83
120.5,705.169,1.90695e-09,9304.83
120.55,705.169,1.88172e-09,9304.83
120.6,705.169,1.85683e-09,9304.83
120.65,705.169,1.83226e-09,9304.83
120.7,705.169,1.80802e-09,9304.83
120.75,705.169,1.78411e-09,9304.83
120.8,705.169,1.76051e-09,9304.83
120.85,705.169,1.73722e-09,9304.83
120.9,705.169,1.71424e-09,9304.83
120.95,705.169,1.69156e-09,9304.83
121,705.169,1.66918e-09,9304.83
121.05,705.169,1.6471e-09,9304.83
121.1,705.169,1.62531e-09,9304.83
121.15,705.169,1.60381e-09,9304.83
121.2,705.169,1.58259e-09,9304.83
121.25,705.169,1.56166e-09,9304.83
121.3,705.169,1.541e-09,9304.83
121.35,705.169,1.52061e-09,9304.83
121.4,705.169,1.5005e-09,9304.83
121.45,705.169,1.48065e-09,9304.83
121.5,705.169,1.46106e-09,9304.83
121.55,705.169,1.44173e-09,9304.83
121.6,705.169,1.42266e-09,9304.83
121.65,705.169,1.40384e-09,9304.83
121.7,705.169,1.38527e-09,9304.83
121.75,705.169,1.36695e-09,9304.83
121.8,705.169,1.34886e-09,9304.83
121.85,705.169,1.33102e-09,9304.83
121.9,705.169,1.31341e-09,9304.83
121.95,705.169,1.29604e-09,9304.83
122,705.169,1.27889e-09,9304.83
122.05,705.169,1.26197e-09,9304.83
122.1,705.169,1.24528e-09,9304.83
122.15,705.169,1.22881e-09,9304.83
122.2,705.169,1.21255e-09,9304.83
122.25,705.169,1.19651e-09,9304.83
122.3,705.169,1.18068e-09,9304.83
122.35,705.169,1.16506e-09,9304.83
122.4,705.169,1.14965e-09,9304.83
122.45,705.169,1.13444e-09,9304.83
122.5,705.169,1.11944e-09,9304.83
122.55,705.169,1.10463e-09,9304.83
122.6,705.169,1.09001e-09,9304.83
122.65,705.169,1.07559e-09,9304.83
122.7,705.169,1.06137e-09,9304.83
122.75,705.169,1.04733e-09,9304.83
122.8,705.169,1.03347e-09,9304.83
122.85,705.169,1.0198e-09,9304.83
122.9,705.169,1.00631e-09,9304.83
122.95,705.169,9.92997e-10,9304.83
123,705.169,9.79861e-10,9304.83
123.05,705.169,9.66899e-10,9304.83
123.1,705.169,9.54108e-10,9304.83
123.15,705.169,9.41486e-10,9304.83
123.2,705.169,9.29032e-10,9304.83
123.25,705.169,9.16742e-10,9304.83
123.3,705.169,9.04614e-10,9304.83
123.35,705.169,8.92648e-10,9304.83
123.4,705.169,8.80839e-10,9304.83
123.45,705.169,8.69187e-10,9304.83
123.5,705.169,8.57689e-10,9304.83
123.55,705.169,8.46342e-10,9304.83
123.6,705.169,8.35146e-10,9304.83
123.65,705.169,8.24099e-10,9304.83
123.7,705.169,8.13197e-10,9304.83
123.75,705.169,8.02439e-10,9304.83
123.8,705.169,7.91824e-10,9304.83
123.85,705.169,7.81349e-10,9304.83
123.9,705.169,7.71013e-10,9304.83
123.95,705.169,7.60814e-10,9304.83
124,705.169,7.50749e-10,9304.83
124.05,705.169,7.40818e-10,9304.83
124.1,705.169,7.31018e-10,9304.83
124.15,705.169,7.21347e-10,9304.83
124.2,705.169,7.11805e-10,9304.83
124.25,705.169,7.02389e-10,9304.83
124.3,705.169,6.93097e-10,9304.83
124.35,705.169,6.83928e-10,9304.83
124.4,705.169,6.74881e-10,9304.83
124.45,705.169,6.65953e-10,9304.83
124.5,705.169,6.57143e-10,9304.83
124.55,705.169,6.4845e-10,9304.83
124.6,705.169,6.39872e-10,9304.83
124.65,705.169,6.31407e-10,9304.83
124.7,705.169,6.23055e-10,9304.83
124.75,705.169,6.14812e-10,9304.83
124.8,705.169,6.06679e-10,9304.83
124.85,705.169,5.98654e-10,9304.83
124.9,705.169,5.90734e-10,9304.83
124.95,705.169,5.8292e-10,9304.83
125,705.169,5.75208e-10,9304.83
125.05,705.169,5.67599e-10,9304.83
125.1,705.169,5.60091e-10,9304.83
125.15,705.169,5.52681e-10,9304.83
125.2,705.169,5.4537e-10,9304.83
125.25,705.169,5.38156e-10,9304.83
125.3,705.169,5.31037e-10,9304.83
125.35,705.169,5.24012e-10,9304.83
125.4,705.169,5.1708e-10,9304.83
125.45,705.169,5.10239e-10,9304.83
125.5,705.169,5.0349e-10,9304.83
125.55,705.169,4.96829e-10,9304.83
125.6,705.169,4.90257e-10,9304.83
125.65,705.169,4.83771e-10,9304.83
125.7,705.169,4.77372e-10,9304.83
125.75,705.169,4.71057e-10,9304.83
125.8,705.169,4.64825e-10,9304.83
125.85,705.169,4.58676e-10,9304.83
125.9,705.169,4.52608e-10,9304.83
125.95,705.169,4.46621e-10,9304.83
126,705.169,4.40713e-10,9304.83
126.05,705.169,4.34883e-10,9304.83
126.1,705.169,4.2913e-10,9304.83
126.15,705.169,4.23453e-10,9304.83
126.2,705.169,4.17851e-10,9304.83
126.25,705.169,4.12324e-10,9304.83
126.3,705.169,4.06869e-10,9304.83
126.35,705.169,4.01487e-10,9304.83
126.4,705.169,3.96176e-10,9304.83
126.45,705.169,3.90935e-10,9304.83
126.5,705.169,3.85763e-10,9304.83
126.55,705.169,3.8066e-10,9304.83
126.6,705.169,3.75625e-10,9304.83
126.65,705.169,3.70656e-10,9304.83
126.7,705.169,3.65752e-10,9304.83
126.75,705.169,3.60914e-10,9304.83
126.8,705.169,3.56139e-10,9304.83
126.85,705.169,3.51428e-10,9304.83
126.9,705.169,3.46779e-10,9304.83
126.95,705.169,3.42192e-10,9304.83
127,705.169,3.37665e-10,9304.83
127.05,705.169,3.33198e-10,9304.83
127.1,705.169,3.2879e-10,9304.83
127.15,705.169,3.24441e-10,9304.83
127.2,705.169,3.20149e-10,9304.83
127.25,705.169,3.15914e-10,9304.83
127.3,705.169,3.11735e-10,9304.83
127.35,705.169,3.07611e-10,9304.83
127.4,705.169,3.03542e-10,9304.83
127.45,705.169,2.99526e-10,9304.83
127.5,705.169,2.95564e-10,9304.83
127.55,705.169,2.91654e-10,9304.83
127.6,705.169,2.87796e-10,9304.83
127.65,705.169,2.83989e-10,9304.83
127.7,705.169,2.80232e-10,9304.83
127.75,705.169,2.76525e-10,9304.83
127.8,705.169,2.72867e-10,9304.83
127.85,705.169,2.69257e-10,9304.83
127.9,705.169,2.65695e-10,9304.83
127.95,705.169,2.6218e-10,9304.83
128,705.169,2.58712e-10,9304.83
128.05,705.169,2.5529e-10,9304.83
128.1,705.169,2.51912e-10,9304.83
128.15,705.169,2.4858e-10,9304.83
128.2,705.169,2.45292e-10,9304.83
128.25,705.169,2.42047e-10,9304.83
128.3,705.169,2.38845e-10,9304.83
128.35,705.169,2.35685e-10,9304.83
128.4,705.169,2.32567e-10,9304.83
128.45,705.169,2.29491e-10,9304.83
128.5,705.169,2.26455e-10,9304.83
128.55,705.169,2.23459e-10,9304.83
128.6,705.169,2.20503e-10,9304.83
128.65,705.169,2.17586e-10,9304.83
128.7,705.169,2.14708e-10,9304.83
128.75,705.169,2.11868e-10,9304.83
128.8,705.169,2.09065e-10,9304.83
128.85,705.169,2.06299e-10,9304.83
128.9,705.169,2.0357e-10,9304.83
128.95,705.169,2.00877e-10,9304.83
129,705.169,1.9822e-10,9304.83
129.05,705.169,1.95598e-10,9304.83
129.1,705.169,1.9301e-10,9304.83
129.15,705.169,1.90457e-10,9304.83
129.2,705.169,1.87937e-10,9304.83
129.25,705.169,1.85451e-10,9304.83
129.3,705.169,1.82998e-10,9304.83
129.35,705.169,1.80577e-10,9304.83
129.4,705.169,1.78188e-10,9304.83
129.45,705.169,1.75831e-10,9304.83
129.5,705.169,1.73505e-10,9304.83
129.55,705.169,1.7121e-10,9304.83
129.6,705.169,1.68945e-10,9304.83
129.65,705.169,1.6671e-10,9304.83
129.7,705.169,1.64505e-10,9304.83
129.75,705.169,1.62329e-10,9304.83
129.8,705.169,1.60181e-10,9304.83
129.85,705.169,1.58062e-10,9304.83
129.9,705.169,1.55971e-10,9304.83
129.95,705.169,1.53908e-10,9304.83
130,705.169,1.51872e-10,9304.83
130.05,705.169,1.49863e-10,9304.83
130.1,705.169,1.4788e-10,9304.83
130.15,705.169,1.45924e-10,9304.83
130.2,705.169,1.43994e-10,9304.83
130.25,705.169,1.42089e-10,9304.83
130.3,705.169,1.40209e-10,9304.83
130.35,705.169,1.38354e-10,9304.83
130.4,705.169,1.36524e-10,9304.83
130.45,705.169,1.34718e-10,9304.83
130.5,705.169,1.32936e-10,9304.83
130.55,705.169,1.31177e-10,9304.83
130.6,705.169,1.29442e-10,9304.83
130.65,705.169,1.2773e-10,9304.83
130.7,705.169,1.2604e-10,9304.83
130.75,705.169,1.24373e-10,9304.83
130.8,705.169,1.22728e-10,9304.83
130.85,705.169,1.21104e-10,9304.83
130.9,705.169,1.19502e-10,9304.83
130.95,705.169,1.17921e-10,9304.83
131,705.169,1.16361e-10,9304.83
131.05,705.169,1.14822e-10,9304.83
131.1,705.169,1.13303e-10,9304.83
131.15,705.169,1.11804e-10,9304.83
131.2,705.169,1.10325e-10,9304.83
131.25,705.169,1.08866e-10,9304.83
131.3,705.169,1.07425e-10,9304.83
131.35,705.169,1.06004e-10,9304.83
131.4,705.169,1.04602e-10,9304.83
131.45,705.169,1.03218e-10,9304.83
131.5,705.169,1.01853e-10,9304.83
131.55,705.169,1.00505e-10,9304.83
131.6,705.169,9.91759e-11,9304.83
131.65,705.169,9.7864e-11,9304.83
131.7,705.169,9.65693e-11,9304.83
131.75,705.169,9.52919e-11,9304.83
131.8,705.169,9.40313e-11,9304.83
131.85,705.169,9.27874e-11,9304.83
131.9,705.169,9.15599e-11,9304.83
131.95,705.169,9.03487e-11,9304.83
132,705.169,8.91535e-11,9304.83
132.05,705.169,8.79741e-11,9304.83
132.1,705.169,8.68103e-11,9304.83
132.15,705.169,8.5662e-11,9304.83
132.2,705.169,8.45288e-11,9304.83
132.25,705.169,8.34106e-11,9304.83
132.3,705.169,8.23071e-11,9304.83
132.35,705.169,8.12183e-11,9304.83
132.4,705.169,8.01439e-11,9304.83
132.45,705.169,7.90837e-11,9304.83
132.5,705.169,7.80376e-11,9304.83
132.55,705.169,7.70052e-11,9304.83
132.6,705.169,7.59865e-11,9304.83
132.65,705.169,7.49813e-11,9304.83
132.7,705.169,7.39894e-11,9304.83
132.75,705.169,7.30107e-11,9304.83
132.8,705.169,7.20448e-11,9304.83
132.85,705.169,7.10918e-11,9304.83
132.9,705.169,7.01513e-11,9304.83
132.95,705.169,6.92233e-11,9304.83
133,705.169,6.83076e-11,9304.83
133.05,705.169,6.7404e-11,9304.83
133.1,705.169,6.65123e-11,9304.83
133.15,705.169,6.56324e-11,9304.83
133.2,705.169,6.47642e-11,9304.83
133.25,705.169,6.39075e-11,9304.83
133.3,705.169,6.3062e-11,9304.83
133.35,705.169,6.22278e-11,9304.83
133.4,705.169,6.14046e-11,9304.83
133.45,705.169,6.05923e-11,9304.83
133.5,705.169,5.97908e-11,9304.83
133.55,705.169,5.89998e-11,9304.83
133.6,705.169,5.82193e-11,9304.83
133.65,705.169,5.74492e-11,9304.83
133.7,705.169,5.66892e-11,9304.83
133.75,705.169,5.59393e-11,9304.83
133.8,705.169,5.51993e-11,9304.83
133.85,705.169,5.4469e-11,9304.83
133.9,705.169,5.37485e-11,9304.83
133.95,705.169,5.30375e-11,9304.83
134,705.169,5.23359e-11,9304.83
134.05,705.169,5.16435e-11,9304.83
134.1,705.169,5.09603e-11,9304.83
134.15,705.169,5.02862e-11,9304.83
134.2,705.169,4.9621e-11,9304.83
134.25,705.169,4.89646e-11,9304.83
134.3,705.169,4.83168e-11,9304.83
134.35,705.169,4.76777e-11,9304.83
134.4,705.169,4.7047e-11,9304.83
134.45,705.169,4.64246e-11,9304.83
134.5,705.169,4.58104e-11,9304.83
134.55,705.169,4.52044e-11,9304.83
134.6,705.169,4.46064e-11,9304.83
134.65,705.169,4.40164e-11,9304.83
134.7,705.169,4.34341e-11,9304.83
134.75,705.169,4.28595e-11,9304.83
134.8,705.169,4.22925e-11,9304.83
134.85,705.169,4.17331e-11,9304.83
134.9,705.169,4.1181e-11,9304.83
134.95,705.169,4.06362e-11,9304.83
135,705.169,4.00987e-11,9304.83
135.05,705.169,3.95682e-11,9304.83
135.1,705.169,3.90448e-11,9304.83
135.15,705.169,3.85283e-11,9304.83
135.2,705.169,3.80186e-11,9304.83
135.25,705.169,3.75156e-11,9304.83
135.3,705.169,3.70194e-11,9304.83
135.35,705.169,3.65296e-11,9304.83
135.4,705.169,3.60464e-11,9304.83
135.45,705.169,3.55696e-11,9304.83
135.5,705.169,3.5099e-11,9304.83
135.55,705.169,3.46347e-11,9304.83
135.6,705.169,3.41765e-11,9304.83
135.65,705.169,3.37244e-11,9304.83
135.7,705.169,3.32783e-11,9304.83
135.75,705.169,3.28381e-11,9304.83
135.8,705.169,3.24037e-11,9304.83
135.85,705.169,3.1975e-11,9304.83
135.9,705.169,3.1552e-11,9304.83
135.95,705.169,3.11346e-11,9304.83
136,705.169,3.07228e-11,9304.83
136.05,705.169,3.03163e-11,9304.83
136.1,705.169,2.99153e-11,9304.83
136.15,705.169,2.95196e-11,9304.83
136.2,705.169,2.9129e-11,9304.83
136.25,705.169,2.87437e-11,9304.83
136.3,705.169,2.83635e-11,9304.83
136.35,705.169,2.79883e-11,9304.83
136.4,705.169,2.7618e-11,9304.83
136.45,705.169,2.72527e-11,9304.83
136.5,705.169,2.68921e-11,9304.83
136.55,705.169,2.65364e-11,9304.83
136.6,705.169,2.61854e-11,9304.83
136.65,705.169,2.5839e-11,9304.83
136.7,705.169,2.54971e-11,9304.83
136.75,705.169,2.51599e-11,9304.83
136.8,705.169,2.4827e-11,9304.83
136.85,705.169,2.44986e-11,9304.83
136.9,705.169,2.41745e-11,9304.83
136.95,705.169,2.38547e-11,9304.83
137,705.169,2.35391e-11,9304.83
137.05,705.169,2.32278e-11,9304.83
137.1,705.169,2.29205e-11,9304.83
137.15,705.169,2.26173e-11,9304.83
137.2,705.169,2.23181e-11,9304.83
137.25,705.169,2.20228e-11,9304.83
137.3,705.169,2.17315e-11,9304.83
137.35,705.169,2.1444e-11,9304.83
137.4,705.169,2.11604e-11,9304.83
137.45,705.169,2.08804e-11,9304.83
137.5,705.169,2.06042e-11,9304.83
137.55,705.169,2.03316e-11,9304.83
137.6,705.169,2.00627e-11,9304.83
137.65,705.169,1.97973e-11,9304.83
137.7,705.169,1.95354e-11,9304.83
137.75,705.169,1.9277e-11,9304.83
137.8,705.169,1.90219e-11,9304.83
137.85,705.169,1.87703e-11,9304.83
137.9,705.169,1.8522e-11,9304.83
137.95,705.169,1.8277e-11,9304.83
138,705.169,1.80352e-11,9304.83
138.05,705.169,1.77966e-11,9304.83
138.1,705.169,1.75612e-11,9304.83
138.15,705.169,1.73289e-11,9304.83
138.2,705.169,1.70996e-11,9304.83
138.25,705.169,1.68734e-11,9304.83
138.3,705.169,1.66502e-11,9304.83
138.35,705.169,1.643e-11,9304.83
138.4,705.169,1.62126e-11,9304.83
138.45,705.169,1.59982e-11,9304.83
138.5,705.169,1.57865e-11,9304.83
138.55,705.169,1.55777e-11,9304.83
138.6,705.169,1.53716e-11,9304.83
138.65,705.169,1.51683e-11,9304.83
138.7,705.169,1.49676e-11,9304.83
138.75,705.169,1.47696e-11,9304.83
138.8,705.169,1.45742e-11,9304.83
138.85,705.169,1.43814e-11,9304.83
138.9,705.169,1.41912e-11,9304.83
138.95,705.169,1.40035e-11,9304.83
139,705.169,1.38182e-11,9304.83
139.05,705.169,1.36354e-11,9304.83
139.1,705.169,1.3455e-11,9304.83
139.15,705.169,1.3277e-11,9304.83
139.2,705.169,1.31014e-11,9304.83
139.25,705.169,1.29281e-11,9304.83
139.3,705.169,1.27571e-11,9304.83
139.35,705.169,1.25883e-11,9304.83
139.4,705.169,1.24218e-11,9304.83
139.45,705.169,1.22575e-11,9304.83
139.5,705.169,1.20953e-11,9304.83
139.55,705.169,1.19353e-11,9304.83
139.6,705.169,1.17774e-11,9304.83
139.65,705.169,1.16216e-11,9304.83
139.7,705.169,1.14679e-11,9304.83
139.75,705.169,1.13162e-11,9304.83
139.8,705.169,1.11665e-11,9304.83
139.85,705.169,1.10188e-11,9304.83
139.9,705.169,1.0873e-11,9304.83
139.95,705.169,1.07292e-11,9304.83
140,705.169,1.05872e-11,9304.83
140.05,705.169,1.04472e-11,9304.83
140.1,705.169,1.0309e-11,9304.83
140.15,705.169,1.01726e-11,9304.83
140.2,705.169,1.0038e-11,9304.83
140.25,705.169,9.90523e-12,9304.83
140.3,705.169,9.7742e-12,9304.83
140.35,705.169,9.6449e-12,9304.83
140.4,705.169,9.51731e-12,9304.83
140.45,705.169,9.39141e-12,9304.83
140.5,705.169,9.26717e-12,9304.83
140.55,705.169,9.14458e-12,9304.83
140.6,705.169,9.02361e-12,9304.83
140.65,705.169,8.90424e-12,9304.83
140.7,705.169,8.78645e-12,9304.83
140.75,705.169,8.67021e-12,9304.83
140.8,705.169,8.55552e-12,9304.83
140.85,705.169,8.44234e-12,9304.83
140.9,705.169,8.33066e-12,9304.83
140.95,705.169,8.22046e-12,9304.83
141,705.169,8.11171e-12,9304.83
141.05,705.169,8.0044e-12,9304.83
141.1,705.169,7.89852e-12,9304.83
141.15,705.169,7.79403e-12,9304.83
141.2,705.169,7.69092e-12,9304.83
141.25,705.169,7.58918e-12,9304.83
141.3,705.169,7.48879e-12,9304.83
141.35,705.169,7.38972e-12,9304.83
141.4,705.169,7.29197e-12,9304.83
141.45,705.169,7.1955e-12,9304.83
141.5,705.169,7.10032e-12,9304.83
141.55,705.169,7.00639e-12,9304.83
141.6,705.169,6.9137e-12,9304.83
141.65,705.169,6.82224e-12,9304.83
141.7,705.169,6.73199e-12,9304.83
141.75,705.169,6.64294e-12,9304.83
141.8,705.169,6.55506e-12,9304.83
141.85,705.169,6.46835e-12,9304.83
141.9,705.169,6.38278e-12,9304.83
141.95,705.169,6.29834e-12,9304.83
142,705.169,6.21503e-12,9304.83
142.05,705.169,6.13281e-12,9304.83
142.1,705.169,6.05168e-12,9304.83
142.15,705.169,5.97162e-12,9304.83
142.2,705.169,5.89263e-12,9304.83
142.25,705.169,5.81468e-12,9304.83
142.3,705.169,5.73776e-12,9304.83
142.35,705.169,5.66185e-12,9304.83
142.4,705.169,5.58695e-12,9304.83
142.45,705.169,5.51305e-12,9304.83
142.5,705.169,5.44012e-12,9304.83
142.55,705.169,5.36815e-12,9304.83
142.6,705.169,5.29714e-12,9304.83
142.65,705.169,5.22706e-12,9304.83
142.7,705.169,5.15792e-12,9304.83
142.75,705.169,5.08968e-12,9304.83
142.8,705.169,5.02235e-12,9304.83
142.85,705.169,4.95591e-12,9304.83
142.9,705.169,4.89035e-12,9304.83
142.95,705.169,4.82566e-12,9304.83
143,705.169,4.76182e-12,9304.83
143.05,705.169,4.69883e-12,9304.83
143.1,705.169,4.63667e-12,9304.83
143.15,705.169,4.57534e-12,9304.83
143.2,705.169,4.51481e-12,9304.83
143.25,705.169,4.45508e-12,9304.83
143.3,705.169,4.39615e-12,9304.83
143.35,705.169,4.33799e-12,9304.83
143.4,705.169,4.28061e-12,9304.83
143.45,705.169,4.22398e-12,9304.83
143.5,705.169,4.1681e-12,9304.83
143.55,705.169,4.11297e-12,9304.83
143.6,705.169,4.05856e-12,9304.83
143.65,705.169,4.00487e-12,9304.83
143.7,705.169,3.95189e-12,9304.83
143.75,705.169,3.89961e-12,9304.83
143.8,705.169,3.84802e-12,9304.83
143.85,705.169,3.79712e-12,9304.83
143.9,705.169,3.74689e-12,9304.83
143.95,705.169,3.69732e-12,9304.83
144,705.169,3.64841e-12,9304.83
144.05,705.169,3.60015e-12,9304.83
144.1,705.169,3.55252e-12,9304.83
