time, S, I, R, M0, M1
149.4,710.374,-4.44543e-07,9279.03,0,0
149.45,710.374,-4.38673e-07,9279.03,0,0
149.5,710.374,-4.3288e-07,9279.03,0,0
149.55,710.374,-4.27164e-07,9279.03,0,0
149.6,710.374,-4.21524e-07,9279.03,0,0
149.65,710.374,-4.15958e-07,9279.03,0,0
149.7,710.374,-4.10466e-07,9279.03,0,0
149.75,710.374,-4.05046e-07,9279.03,0,0
149.8,710.374,-3.99697e-07,9279.03,0,0
149.85,710.374,-3.9442e-07,9279.03,0,0
149.9,710.374,-3.89212e-07,9279.03,0,0
149.95,710.374,-3.84072e-07,9279.03,0,0
150,710.374,-3.79001e-07,9279.03,0,0
150.05,710.374,-3.73997e-07,9279.03,0,0
150.1,710.374,-3.69058e-07,9279.03,0,0
150.15,710.374,-3.64185e-07,9279.03,0,0
150.2,710.374,-3.59376e-07,9279.03,0,0
150.25,710.374,-3.54631e-07,9279.03,0,0
150.3,710.374,-3.49948e-07,9279.03,0,0
150.35,710.374,-3.45328e-07,9279.03,0,0
150.4,710.374,-3.40768e-07,9279.03,0,0
150.45,710.374,-3.36268e-07,9279.03,0,0
150.5,710.374,-3.31828e-07,9279.03,0,0
150.55,710.374,-3.27446e-07,9279.03,0,0
150.6,710.374,-3.23123e-07,9279.03,0,0
150.65,710.374,-3.18856e-07,9279.03,0,0
150.7,710.374,-3.14646e-07,9279.03,0,0
150.75,710.374,-3.10491e-07,9279.03,0,0
150.8,710.374,-3.06391e-07,9279.03,0,0
150.85,710.374,-3.02346e-07,9279.03,0,0
150.9,710.374,-2.98354e-07,9279.03,0,0
150.95,710.374,-2.94414e-07,9279.03,0,0
151,710.374,-2.90526e-07,9279.03,0,0
151.05,710.374,-2.8669e-07,9279.03,0,0
151.1,710.374,-2.82905e-07,9279.03,0,0
151.15,710.374,-2.79169e-07,9279.03,0,0
151.2,710.374,-2.75483e-07,9279.03,0,0
151.25,710.374,-2.71845e-07,9279.03,0,0
151.3,710.374,-2.68256e-07,9279.03,0,0
151.35,710.374,-2.64714e-07,9279.03,0,0
151.4,710.374,-2.61218e-07,9279.03,0,0
151.45,710.374,-2.57769e-07,9279.03,0,0
151.5,710.374,-2.54366e-07,9279.03,0,0
151.55,710.374,-2.51007e-07,9279.03,0,0
151.6,710.374,-2.47692e-07,9279.03,0,0
151.65,710.374,-2.44422e-07,9279.03,0,0
151.7,710.374,-2.41194e-07,9279.03,0,0
151.75,710.374,-2.3801e-07,9279.03,0,0
151.8,710.374,-2.34867e-07,9279.03,0,0
151.85,710.374,-2.31766e-07,9279.03,0,0
151.9,710.374,-2.28705e-07,9279.03,0,0
151.95,710.374,-2.25685e-07,9279.03,0,0
152,710.374,-2.22705e-07,9279.03,0,0
152.05,710.374,-2.19765e-07,9279.03,0,0
152.1,710.374,-2.16863e-07,9279.03,0,0
152.15,710.374,-2.13999e-07,9279.03,0,0
152.2,710.374,-2.11174e-07,9279.03,0,0
152.25,710.374,-2.08385e-07,9279.03,0,0
152.3,710.374,-2.05634e-07,9279.03,0,0
152.35,710.374,-2.02919e-07,9279.03,0,0
152.4,710.374,-2.00239e-07,9279.03,0,0
152.45,710.374,-1.97595e-07,9279.03,0,0
152.5,710.374,-1.94986e-07,9279.03,0,0
152.55,710.374,-1.92411e-07,9279.03,0,0
152.6,710.374,-1.89871e-07,9279.03,0,0
152.65,710.374,-1.87364e-07,9279.03,0,0
152.7,710.374,-1.8489e-07,9279.03,0,0
152.75,710.374,-1.82448e-07,9279.03,0,0
152.8,710.374,-1.80039e-07,9279.03,0,0
152.85,710.374,-1.77662e-07,9279.03,0,0
152.9,710.374,-1.75316e-07,9279.03,0,0
152.95,710.374,-1.73001e-07,9279.03,0,0
153,710.374,-1.70717e-07,9279.03,0,0
153.05,710.374,-1.68463e-07,9279.03,0,0
153.1,710.374,-1.66238e-07,9279.03,0,0
153.15,710.374,-1.64043e-07,9279.03,0,0
153.2,710.374,-1.61877e-07,9279.03,0,0
153.25,710.374,-1.5974e-07,9279.03,0,0
153.3,710.374,-1.5763e-07,9279.03,0,0
153.35,710.374,-1.55549e-07,9279.03,0,0
153.4,710.374,-1.53495e-07,9279.03,0,0
153.45,710.374,-1.51468e-07,9279.03,0,0
153.5,710.374,-1.49468e-07,9279.03,0,0
153.55,710.374,-1.47495e-07,9279.03,0,0
153.6,710.374,-1.45547e-07,9279.03,0,0
153.65,710.374,-1.43625e-07,9279.03,0,0
153.7,710.374,-1.41729e-07,9279.03,0,0
153.75,710.374,-1.39857e-07,9279.03,0,0
153.8,710.374,-1.38011e-07,9279.03,0,0
153.85,710.374,-1.36188e-07,9279.03,0,0
153.9,710.374,-1.3439e-07,9279.03,0,0
153.95,710.374,-1.32615e-07,9279.03,0,0
154,710.374,-1.30864e-07,9279.03,0,0
154.05,710.374,-1.29136e-07,9279.03,0,0
154.1,710.374,-1.27431e-07,9279.03,0,0
154.15,710.374,-1.25749e-07,9279.03,0,0
154.2,710.374,-1.24088e-07,9279.03,0,0
154.25,710.374,-1.2245e-07,9279.03,0,0
154.3,710.374,-1.20833e-07,9279.03,0,0
154.35,710.374,-1.19237e-07,9279.03,0,0
154.4,710.374,-1.17663e-07,9279.03,0,0
154.45,710.374,-1.16109e-07,9279.03,0,0
154.5,710.374,-1.14576e-07,9279.03,0,0
154.55,710.374,-1.13063e-07,9279.03,0,0
154.6,710.374,-1.1157e-07,9279.03,0,0
154.65,710.374,-1.10097e-07,9279.03,0,0
154.7,710.374,-1.08643e-07,9279.03,0,0
154.75,710.374,-1.07209e-07,9279.03,0,0
154.8,710.374,-1.05793e-07,9279.03,0,0
154.85,710.374,-1.04396e-07,9279.03,0,0
154.9,710.374,-1.03018e-07,9279.03,0,0
154.95,710.374,-1.01657e-07,9279.03,0,0
155,710.374,-1.00315e-07,9279.03,0,0
155.05,710.374,-9.89906e-08,9279.03,0,0
155.1,710.374,-9.76835e-08,9279.03,0,0
155.15,710.374,-9.63936e-08,9279.03,0,0
155.2,710.374,-9.51208e-08,9279.03,0,0
155.25,710.374,-9.38648e-08,9279.03,0,0
155.3,710.374,-9.26254e-08,9279.03,0,0
155.35,710.374,-9.14023e-08,9279.03,0,0
155.4,710.374,-9.01954e-08,9279.03,0,0
155.45,710.374,-8.90045e-08,9279.03,0,0
155.5,710.374,-8.78292e-08,9279.03,0,0
155.55,710.374,-8.66695e-08,9279.03,0,0
155.6,710.374,-8.55251e-08,9279.03,0,0
155.65,710.374,-8.43958e-08,9279.03,0,0
155.7,710.374,-8.32814e-08,9279.03,0,0
155.75,710.374,-8.21818e-08,9279.03,0,0
155.8,710.374,-8.10966e-08,9279.03,0,0
155.85,710.374,-8.00258e-08,9279.03,0,0
155.9,710.374,-7.89691e-08,9279.03,0,0
155.95,710.374,-7.79264e-08,9279.03,0,0
156,710.374,-7.68974e-08,9279.03,0,0
156.05,710.374,-7.5882e-08,9279.03,0,0
156.1,710.374,-7.48801e-08,9279.03,0,0
156.15,710.374,-7.38913e-08,9279.03,0,0
156.2,710.374,-7.29157e-08,9279.03,0,0
156.25,710.374,-7.19529e-08,9279.03,0,0
156.3,710.374,-7.10028e-08,9279.03,0,0
156.35,710.374,-7.00652e-08,9279.03,0,0
156.4,710.374,-6.91401e-08,9279.03,0,0
156.45,710.374,-6.82271e-08,9279.03,0,0
156.5,710.374,-6.73262e-08,9279.03,0,0
156.55,710.374,-6.64372e-08,9279.03,0,0
156.6,710.374,-6.556e-08,9279.03,0,0
156.65,710.374,-6.46943e-08,9279.03,0,0
156.7,710.374,-6.38401e-08,9279.03,0,0
156.75,710.374,-6.29971e-08,9279.03,0,0
156.8,710.374,-6.21653e-08,9279.03,0,0
156.85,710.374,-6.13444e-08,9279.03,0,0
156.9,710.374,-6.05344e-08,9279.03,0,0
156.95,710.374,-5.97351e-08,9279.03,0,0
157,710.374,-5.89464e-08,9279.03,0,0
157.05,710.374,-5.8168e-08,9279.03,0,0
157.1,710.374,-5.73999e-08,9279.03,0,0
157.15,710.374,-5.6642e-08,9279.03,0,0
157.2,710.374,-5.58941e-08,9279.03,0,0
157.25,710.374,-5.51561e-08,9279.03,0,0
157.3,710.374,-5.44278e-08,9279.03,0,0
157.35,710.374,-5.37091e-08,9279.03,0,0
157.4,710.374,-5.29999e-08,9279.03,0,0
157.45,710.374,-5.23001e-08,9279.03,0,0
157.5,710.374,-5.16095e-08,9279.03,0,0
157.55,710.374,-5.0928e-08,9279.03,0,0
157.6,710.374,-5.02556e-08,9279.03,0,0
157.65,710.374,-4.9592e-08,9279.03,0,0
157.7,710.374,-4.89371e-08,9279.03,0,0
157.75,710.374,-4.8291e-08,9279.03,0,0
157.8,710.374,-4.76533e-08,9279.03,0,0
157.85,710.374,-4.70241e-08,9279.03,0,0
157.9,710.374,-4.64032e-08,9279.03,0,0
157.95,710.374,-4.57904e-08,9279.03,0,0
158,710.374,-4.51858e-08,9279.03,0,0
158.05,710.374,-4.45892e-08,9279.03,0,0
158.1,710.374,-4.40004e-08,9279.03,0,0
158.15,710.374,-4.34194e-08,9279.03,0,0
158.2,710.374,-4.28461e-08,9279.03,0,0
158.25,710.374,-4.22803e-08,9279.03,0,0
158.3,710.374,-4.17221e-08,9279.03,0,0
158.35,710.374,-4.11711e-08,9279.03,0,0
158.4,710.374,-4.06275e-08,9279.03,0,0
158.45,710.374,-4.00911e-08,9279.03,0,0
158.5,710.374,-3.95617e-08,9279.03,0,0
158.55,710.374,-3.90393e-08,9279.03,0,0
158.6,710.374,-3.85238e-08,9279.03,0,0
158.65,710.374,-3.80151e-08,9279.03,0,0
158.7,710.374,-3.75132e-08,9279.03,0,0
158.75,710.374,-3.70178e-08,9279.03,0,0
158.8,710.374,-3.6529e-08,9279.03,0,0
158.85,710.374,-3.60467e-08,9279.03,0,0
158.9,710.374,-3.55707e-08,9279.03,0,0
158.95,710.374,-3.51011e-08,9279.03,0,0
159,710.374,-3.46376e-08,9279.03,0,0
159.05,710.374,-3.41802e-08,9279.03,0,0
159.1,710.374,-3.37289e-08,9279.03,0,0
159.15,710.374,-3.32835e-08,9279.03,0,0
159.2,710.374,-3.2844e-08,9279.03,0,0
159.25,710.374,-3.24103e-08,9279.03,0,0
159.3,710.374,-3.19824e-08,9279.03,0,0
159.35,710.374,-3.15601e-08,9279.03,0,0
159.4,710.374,-3.11434e-08,9279.03,0,0
159.45,710.374,-3.07321e-08,9279.03,0,0
159.5,710.374,-3.03263e-08,9279.03,0,0
159.55,710.374,-2.99259e-08,9279.03,0,0
159.6,710.374,-2.95308e-08,9279.03,0,0
159.65,710.374,-2.91408e-08,9279.03,0,0
159.7,710.374,-2.8756e-08,9279.03,0,0
159.75,710.374,-2.83763e-08,9279.03,0,0
159.8,710.374,-2.80016e-08,9279.03,0,0
159.85,710.374,-2.76319e-08,9279.03,0,0
159.9,710.374,-2.7267e-08,9279.03,0,0
159.95,710.374,-2.6907e-08,9279.03,0,0
160,710.374,-2.65517e-08,9279.03,0,0
160.05,710.374,-2.62011e-08,9279.03,0,0
160.1,710.374,-2.58552e-08,9279.03,0,0
160.15,710.374,-2.55138e-08,9279.03,0,0
160.2,710.374,-2.51769e-08,9279.03,0,0
160.25,710.374,-2.48444e-08,9279.03,0,0
160.3,710.374,-2.45164e-08,9279.03,0,0
160.35,710.374,-2.41926e-08,9279.03,0,0
160.4,710.374,-2.38732e-08,9279.03,0,0
160.45,710.374,-2.3558e-08,9279.03,0,0
160.5,710.374,-2.32469e-08,9279.03,0,0
160.55,710.374,-2.29399e-08,9279.03,0,0
160.6,710.374,-2.2637e-08,9279.03,0,0
160.65,710.374,-2.23381e-08,9279.03,0,0
160.7,710.374,-2.20432e-08,9279.03,0,0
160.75,710.374,-2.17521e-08,9279.03,0,0
160.8,710.374,-2.14649e-08,9279.03,0,0
160.85,710.374,-2.11815e-08,9279.03,0,0
160.9,710.374,-2.09018e-08,9279.03,0,0
160.95,710.374,-2.06258e-08,9279.03,0,0
161,710.374,-2.03534e-08,9279.03,0,0
161.05,710.374,-2.00847e-08,9279.03,0,0
161.1,710.374,-1.98195e-08,9279.03,0,0
161.15,710.374,-1.95578e-08,9279.03,0,0
161.2,710.374,-1.92995e-08,9279.03,0,0
161.25,710.374,-1.90447e-08,9279.03,0,0
161.3,710.374,-1.87932e-08,9279.03,0,0
161.35,710.374,-1.85451e-08,9279.03,0,0
161.4,710.374,-1.83002e-08,9279.03,0,0
161.45,710.374,-1.80586e-08,9279.03,0,0
161.5,710.374,-1.78201e-08,9279.03,0,0
161.55,710.374,-1.75848e-08,9279.03,0,0
161.6,710.374,-1.73526e-08,9279.03,0,0
161.65,710.374,-1.71235e-08,9279.03,0,0
161.7,710.374,-1.68974e-08,9279.03,0,0
161.75,710.374,-1.66743e-08,9279.03,0,0
161.8,710.374,-1.64541e-08,9279.03,0,0
161.85,710.374,-1.62368e-08,9279.03,0,0
161.9,710.374,-1.60224e-08,9279.03,0,0
161.95,710.374,-1.58109e-08,9279.03,0,0
162,710.374,-1.56021e-08,9279.03,0,0
162.05,710.374,-1.53961e-08,9279.03,0,0
162.1,710.374,-1.51928e-08,9279.03,0,0
162.15,710.374,-1.49922e-08,9279.03,0,0
162.2,710.374,-1.47942e-08,9279.03,0,0
162.25,710.374,-1.45989e-08,9279.03,0,0
162.3,710.374,-1.44061e-08,9279.03,0,0
162.35,710.374,-1.42159e-08,9279.03,0,0
162.4,710.374,-1.40282e-08,9279.03,0,0
162.45,710.374,-1.38429e-08,9279.03,0,0
162.5,710.374,-1.36602e-08,9279.03,0,0
162.55,710.374,-1.34798e-08,9279.03,0,0
162.6,710.374,-1.33018e-08,9279.03,0,0
162.65,710.374,-1.31262e-08,9279.03,0,0
162.7,710.374,-1.29528e-08,9279.03,0,0
162.75,710.374,-1.27818e-08,9279.03,0,0
162.8,710.374,-1.2613e-08,9279.03,0,0
162.85,710.374,-1.24465e-08,9279.03,0,0
162.9,710.374,-1.22821e-08,9279.03,0,0
162.95,710.374,-1.212e-08,9279.03,0,0
163,710.374,-1.19599e-08,9279.03,0,0
163.05,710.374,-1.1802e-08,9279.03,0,0
163.1,710.374,-1.16462e-08,9279.03,0,0
163.15,710.374,-1.14924e-08,9279.03,0,0
163.2,710.374,-1.13406e-08,9279.03,0,0
163.25,710.374,-1.11909e-08,9279.03,0,0
163.3,710.374,-1.10431e-08,9279.03,0,0
163.35,710.374,-1.08973e-08,9279.03,0,0
163.4,710.374,-1.07534e-08,9279.03,0,0
163.45,710.374,-1.06114e-08,9279.03,0,0
163.5,710.374,-1.04713e-08,9279.03,0,0
163.55,710.374,-1.0333e-08,9279.03,0,0
163.6,710.374,-1.01966e-08,9279.03,0,0
163.65,710.374,-1.0062e-08,9279.03,0,0
163.7,710.374,-9.9291e-09,9279.03,0,0
163.75,710.374,-9.79799e-09,9279.03,0,0
163.8,710.374,-9.66862e-09,9279.03,0,0
163.85,710.374,-9.54095e-09,9279.03,0,0
163.9,710.374,-9.41497e-09,9279.03,0,0
163.95,710.374,-9.29065e-09,9279.03,0,0
164,710.374,-9.16798e-09,9279.03,0,0
164.05,710.374,-9.04692e-09,9279.03,0,0
164.1,710.374,-8.92746e-09,9279.03,0,0
164.15,710.374,-8.80958e-09,9279.03,0,0
164.2,710.374,-8.69326e-09,9279.03,0,0
164.25,710.374,-8.57847e-09,9279.03,0,0
164.3,710.374,-8.4652e-09,9279.03,0,0
164.35,710.374,-8.35342e-09,9279.03,0,0
164.4,710.374,-8.24312e-09,9279.03,0,0
164.45,710.374,-8.13427e-09,9279.03,0,0
164.5,710.374,-8.02687e-09,9279.03,0,0
164.55,710.374,-7.92088e-09,9279.03,0,0
164.6,710.374,-7.81629e-09,9279.03,0,0
164.65,710.374,-7.71308e-09,9279.03,0,0
164.7,710.374,-7.61123e-09,9279.03,0,0
164.75,710.374,-7.51073e-09,9279.03,0,0
164.8,710.374,-7.41156e-09,9279.03,0,0
164.85,710.374,-7.3137e-09,9279.03,0,0
164.9,710.374,-7.21712e-09,9279.03,0,0
164.95,710.374,-7.12183e-09,9279.03,0,0
165,710.374,-7.02779e-09,9279.03,0,0
165.05,710.374,-6.93499e-09,9279.03,0,0
165.1,710.374,-6.84342e-09,9279.03,0,0
165.15,710.374,-6.75306e-09,9279.03,0,0
165.2,710.374,-6.66389e-09,9279.03,0,0
165.25,710.374,-6.5759e-09,9279.03,0,0
165.3,710.374,-6.48907e-09,9279.03,0,0
165.35,710.374,-6.40338e-09,9279.03,0,0
165.4,710.374,-6.31883e-09,9279.03,0,0
165.45,710.374,-6.2354e-09,9279.03,0,0
165.5,710.374,-6.15306e-09,9279.03,0,0
165.55,710.374,-6.07181e-09,9279.03,0,0
165.6,710.374,-5.99164e-09,9279.03,0,0
165.65,710.374,-5.91253e-09,9279.03,0,0
165.7,710.374,-5.83445e-09,9279.03,0,0
165.75,710.374,-5.75742e-09,9279.03,0,0
165.8,710.374,-5.68139e-09,9279.03,0,0
165.85,710.374,-5.60637e-09,9279.03,0,0
165.9,710.374,-5.53235e-09,9279.03,0,0
165.95,710.374,-5.4593e-09,9279.03,0,0
166,710.374,-5.38721e-09,9279.03,0,0
166.05,710.374,-5.31608e-09,9279.03,0,0
166.1,710.374,-5.24588e-09,9279.03,0,0
166.15,710.374,-5.17661e-09,9279.03,0,0
166.2,710.374,-5.10826e-09,9279.03,0,0
166.25,710.374,-5.04081e-09,9279.03,0,0
166.3,710.374,-4.97425e-09,9279.03,0,0
166.35,710.374,-4.90857e-09,9279.03,0,0
166.4,710.374,-4.84375e-09,9279.03,0,0
166.45,710.374,-4.77979e-09,9279.03,0,0
166.5,710.374,-4.71668e-09,9279.03,0,0
166.55,710.374,-4.6544e-09,9279.03,0,0
166.6,710.374,-4.59294e-09,9279.03,0,0
166.65,710.374,-4.5323e-09,9279.03,0,0
166.7,710.374,-4.47245e-09,9279.03,0,0
166.75,710.374,-4.41339e-09,9279.03,0,0
166.8,710.374,-4.35512e-09,9279.03,0,0
166.85,710.374,-4.29761e-09,9279.03,0,0
166.9,710.374,-4.24087e-09,9279.03,0,0
166.95,710.374,-4.18487e-09,9279.03,0,0
167,710.374,-4.12961e-09,9279.03,0,0
167.05,710.374,-4.07508e-09,9279.03,0,0
167.1,710.374,-4.02127e-09,9279.03,0,0
167.15,710.374,-3.96818e-09,9279.03,0,0
167.2,710.374,-3.91578e-09,9279.03,0,0
167.25,710.374,-3.86407e-09,9279.03,0,0
167.3,710.374,-3.81305e-09,9279.03,0,0
167.35,710.374,-3.7627e-09,9279.03,0,0
167.4,710.374,-3.71302e-09,9279.03,0,0
167.45,710.374,-3.66399e-09,9279.03,0,0
167.5,710.374,-3.61561e-09,9279.03,0,0
167.55,710.374,-3.56787e-09,9279.03,0,0
167.6,710.374,-3.52076e-09,9279.03,0,0
167.65,710.374,-3.47427e-09,9279.03,0,0
167.7,710.374,-3.42839e-09,9279.03,0,0
167.75,710.374,-3.38312e-09,9279.03,0,0
167.8,710.374,-3.33845e-09,9279.03,0,0
167.85,710.374,-3.29437e-09,9279.03,0,0
167.9,710.374,-3.25087e-09,9279.03,0,0
167.95,710.374,-3.20795e-09,9279.03,0,0
168,710.374,-3.16559e-09,9279.03,0,0
168.05,710.374,-3.12379e-09,9279.03,0,0
168.1,710.374,-3.08254e-09,9279.03,0,0
168.15,710.374,-3.04184e-09,9279.03,0,0
168.2,710.374,-3.00167e-09,9279.03,0,0
168.25,710.374,-2.96204e-09,9279.03,0,0
168.3,710.374,-2.92293e-09,9279.03,0,0
168.35,710.374,-2.88433e-09,9279.03,0,0
168.4,710.374,-2.84625e-09,9279.03,0,0
168.45,710.374,-2.80866e-09,9279.03,0,0
168.5,710.374,-2.77158e-09,9279.03,0,0
168.55,710.374,-2.73498e-09,9279.03,0,0
168.6,710.374,-2.69887e-09,9279.03,0,0
168.65,710.374,-2.66323e-09,9279.03,0,0
168.7,710.374,-2.62806e-09,9279.03,0,0
168.75,710.374,-2.59336e-09,9279.03,0,0
168.8,710.374,-2.55912e-09,9279.03,0,0
168.85,710.374,-2.52533e-09,9279.03,0,0
168.9,710.374,-2.49198e-09,9279.03,0,0
168.95,710.374,-2.45908e-09,9279.03,0,0
169,710.374,-2.42661e-09,9279.03,0,0
169.05,710.374,-2.39457e-09,9279.03,0,0
169.1,710.374,-2.36295e-09,9279.03,0,0
169.15,710.374,-2.33175e-09,9279.03,0,0
169.2,710.374,-2.30096e-09,9279.03,0,0
169.25,710.374,-2.27057e-09,9279.03,0,0
169.3,710.374,-2.24059e-09,9279.03,0,0
169.35,710.374,-2.21101e-09,9279.03,0,0
169.4,710.374,-2.18181e-09,9279.03,0,0
169.45,710.374,-2.153e-09,9279.03,0,0
169.5,710.374,-2.12458e-09,9279.03,0,0
169.55,710.374,-2.09652e-09,9279.03,0,0
169.6,710.374,-2.06884e-09,9279.03,0,0
169.65,710.374,-2.04152e-09,9279.03,0,0
169.7,710.374,-2.01456e-09,9279.03,0,0
169.75,710.374,-1.98796e-09,9279.03,0,0
169.8,710.374,-1.96171e-09,9279.03,0,0
169.85,710.374,-1.93581e-09,9279.03,0,0
169.9,710.374,-1.91025e-09,9279.03,0,0
169.95,710.374,-1.88503e-09,9279.03,0,0
170,710.374,-1.86014e-09,9279.03,0,0
170.05,710.374,-1.83557e-09,9279.03,0,0
170.1,710.374,-1.81134e-09,9279.03,0,0
170.15,710.374,-1.78742e-09,9279.03,0,0
170.2,710.374,-1.76382e-09,9279.03,0,0
170.25,710.374,-1.74053e-09,9279.03,0,0
170.3,710.374,-1.71755e-09,9279.03,0,0
170.35,710.374,-1.69487e-09,9279.03,0,0
170.4,710.374,-1.67249e-09,9279.03,0,0
170.45,710.374,-1.6504e-09,9279.03,0,0
170.5,710.374,-1.62861e-09,9279.03,0,0
170.55,710.374,-1.60711e-09,9279.03,0,0
170.6,710.374,-1.58589e-09,9279.03,0,0
170.65,710.374,-1.56494e-09,9279.03,0,0
170.7,710.374,-1.54428e-09,9279.03,0,0
170.75,710.374,-1.52389e-09,9279.03,0,0
170.8,710.374,-1.50377e-09,9279.03,0,0
170.85,710.374,-1.48391e-09,9279.03,0,0
170.9,710.374,-1.46432e-09,9279.03,0,0
170.95,710.374,-1.44498e-09,9279.03,0,0
171,710.374,-1.4259e-09,9279.03,0,0
171.05,710.374,-1.40707e-09,9279.03,0,0
171.1,710.374,-1.3885e-09,9279.03,0,0
171.15,710.374,-1.37016e-09,9279.03,0,0
171.2,710.374,-1.35207e-09,9279.03,0,0
171.25,710.374,-1.33422e-09,9279.03,0,0
171.3,710.374,-1.3166e-09,9279.03,0,0
171.35,710.374,-1.29921e-09,9279.03,0,0
171.4,710.374,-1.28206e-09,9279.03,0,0
171.45,710.374,-1.26513e-09,9279.03,0,0
171.5,710.374,-1.24843e-09,9279.03,0,0
171.55,710.374,-1.23194e-09,9279.03,0,0
171.6,710.374,-1.21567e-09,9279.03,0,0
171.65,710.374,-1.19962e-09,9279.03,0,0
171.7,710.374,-1.18378e-09,9279.03,0,0
171.75,710.374,-1.16815e-09,9279.03,0,0
171.8,710.374,-1.15273e-09,9279.03,0,0
171.85,710.374,-1.13751e-09,9279.03,0,0
171.9,710.374,-1.12249e-09,9279.03,0,0
171.95,710.374,-1.10766e-09,9279.03,0,0
172,710.374,-1.09304e-09,9279.03,0,0
172.05,710.374,-1.0786e-09,9279.03,0,0
172.1,710.374,-1.06436e-09,9279.03,0,0
172.15,710.374,-1.05031e-09,9279.03,0,0
172.2,710.374,-1.03644e-09,9279.03,0,0
172.25,710.374,-1.02275e-09,9279.03,0,0
172.3,710.374,-1.00925e-09,9279.03,0,0
172.35,710.374,-9.95923e-10,9279.03,0,0
172.4,710.374,-9.82773e-10,9279.03,0,0
172.45,710.374,-9.69796e-10,9279.03,0,0
172.5,710.374,-9.56991e-10,9279.03,0,0
172.55,710.374,-9.44354e-10,9279.03,0,0
172.6,710.374,-9.31885e-10,9279.03,0,0
172.65,710.374,-9.1958e-10,9279.03,0,0
172.7,710.374,-9.07438e-10,9279.03,0,0
172.75,710.374,-8.95456e-10,9279.03,0,0
172.8,710.374,-8.83632e-10,9279.03,0,0
172.85,710.374,-8.71964e-10,9279.03,0,0
172.9,710.374,-8.6045e-10,9279.03,0,0
172.95,710.374,-8.49089e-10,9279.03,0,0
173,710.374,-8.37877e-10,9279.03,0,0
173.05,710.374,-8.26814e-10,9279.03,0,0
173.1,710.374,-8.15896e-10,9279.03,0,0
173.15,710.374,-8.05123e-10,9279.03,0,0
173.2,710.374,-7.94492e-10,9279.03,0,0
173.25,710.374,-7.84001e-10,9279.03,0,0
173.3,710.374,-7.73649e-10,9279.03,0,0
173.35,710.374,-7.63433e-10,9279.03,0,0
173.4,710.374,-7.53353e-10,9279.03,0,0
173.45,710.374,-7.43405e-10,9279.03,0,0
173.5,710.374,-7.33589e-10,9279.03,0,0
173.55,710.374,-7.23903e-10,9279.03,0,0
173.6,710.374,-7.14344e-10,9279.03,0,0
173.65,710.374,-7.04912e-10,9279.03,0,0
173.7,710.374,-6.95604e-10,9279.03,0,0
173.75,710.374,-6.86419e-10,9279.03,0,0
173.8,710.374,-6.77355e-10,9279.03,0,0
173.85,710.374,-6.68411e-10,9279.03,0,0
173.9,710.374,-6.59585e-10,9279.03,0,0
173.95,710.374,-6.50876e-10,9279.03,0,0
174,710.374,-6.42282e-10,9279.03,0,0
174.05,710.374,-6.33801e-10,9279.03,0,0
174.1,710.374,-6.25432e-10,9279.03,0,0
174.15,710.374,-6.17174e-10,9279.03,0,0
174.2,710.374,-6.09024e-10,9279.03,0,0
174.25,710.374,-6.00983e-10,9279.03,0,0
174.3,710.374,-5.93047e-10,9279.03,0,0
174.35,710.374,-5.85216e-10,9279.03,0,0
174.4,710.374,-5.77489e-10,9279.03,0,0
174.45,710.374,-5.69864e-10,9279.03,0,0
174.5,710.374,-5.62339e-10,9279.03,0,0
174.55,710.374,-5.54914e-10,9279.03,0,0
174.6,710.374,-5.47586e-10,9279.03,0,0
174.65,710.374,-5.40356e-10,9279.03,0,0
174.7,710.374,-5.33221e-10,9279.03,0,0
174.75,710.374,-5.2618e-10,9279.03,0,0
174.8,710.374,-5.19232e-10,9279.03,0,0
174.85,710.374,-5.12376e-10,9279.03,0,0
174.9,710.374,-5.05611e-10,9279.03,0,0
174.95,710.374,-4.98934e-10,9279.03,0,0
175,710.374,-4.92346e-10,9279.03,0,0
175.05,710.374,-4.85845e-10,9279.03,0,0
175.1,710.374,-4.7943e-10,9279.03,0,0
175.15,710.374,-4.731e-10,9279.03,0,0
175.2,710.374,-4.66853e-10,9279.03,0,0
175.25,710.374,-4.60688e-10,9279.03,0,0
175.3,710.374,-4.54605e-10,9279.03,0,0
175.35,710.374,-4.48602e-10,9279.03,0,0
175.4,710.374,-4.42679e-10,9279.03,0,0
175.45,710.374,-4.36834e-10,9279.03,0,0
175.5,710.374,-4.31066e-10,9279.03,0,0
175.55,710.374,-4.25374e-10,9279.03,0,0
175.6,710.374,-4.19757e-10,9279.03,0,0
175.65,710.374,-4.14214e-10,9279.03,0,0
175.7,710.374,-4.08745e-10,9279.03,0,0
175.75,710.374,-4.03348e-10,9279.03,0,0
175.8,710.374,-3.98022e-10,9279.03,0,0
175.85,710.374,-3.92766e-10,9279.03,0,0
175.9,710.374,-3.8758e-10,9279.03,0,0
175.95,710.374,-3.82462e-10,9279.03,0,0
176,710.374,-3.77412e-10,9279.03,0,0
176.05,710.374,-3.72429e-10,9279.03,0,0
176.1,710.374,-3.67511e-10,9279.03,0,0
176.15,710.374,-3.62658e-10,9279.03,0,0
176.2,710.374,-3.5787e-10,9279.03,0,0
176.25,710.374,-3.53144e-10,9279.03,0,0
176.3,710.374,-3.48481e-10,9279.03,0,0
176.35,710.374,-3.4388e-10,9279.03,0,0
