time, S, I, R, M0, M1
92.55,710.342,-0.0743022,9279.18,0,0
92.6,710.343,-0.0733211,9279.18,1,1
92.65,710.343,-0.0723529,9279.18,0,0
92.7,710.343,-0.0713976,9279.18,0,0
92.75,710.343,-0.0704548,9279.18,1,1
92.8,710.344,-0.0695245,9279.18,0,0
92.85,710.344,-0.0686065,9279.17,0,0
92.9,710.344,-0.0677006,9279.17,0,0
92.95,710.344,-0.0668066,9279.17,0,0
93,710.345,-0.0659245,9279.17,0,0
93.05,710.345,-0.065054,9279.17,0,0
93.1,710.345,-0.064195,9279.17,0,0
93.15,710.345,-0.0633473,9279.17,1,1
93.2,710.345,-0.0625109,9279.17,0,0
93.25,710.346,-0.0616854,9279.17,0,0
93.3,710.346,-0.0608709,9279.17,0,0
93.35,710.346,-0.0600672,9279.16,0,0
93.4,710.346,-0.059274,9279.16,0,0
93.45,710.346,-0.0584913,9279.16,0,0
93.5,710.347,-0.057719,9279.16,0,0
93.55,710.347,-0.0569568,9279.16,0,0
93.6,710.347,-0.0562048,9279.16,0,0
93.65,710.347,-0.0554626,9279.16,0,0
93.7,710.347,-0.0547303,9279.16,0,0
93.75,710.348,-0.0540076,9279.16,0,0
93.8,710.348,-0.0532944,9279.16,0,0
93.85,710.348,-0.0525907,9279.15,0,0
93.9,710.348,-0.0518963,9279.15,0,0
93.95,710.348,-0.051211,9279.15,0,0
94,710.348,-0.0505348,9279.15,0,0
94.05,710.349,-0.0498675,9279.15,0,0
94.1,710.349,-0.0492091,9279.15,0,0
94.15,710.349,-0.0485593,9279.15,0,0
94.2,710.349,-0.0479181,9279.15,1,1
94.25,710.349,-0.0472854,9279.15,0,0
94.3,710.349,-0.046661,9279.15,1,1
94.35,710.35,-0.0460449,9279.15,0,0
94.4,710.35,-0.0454369,9279.15,0,0
94.45,710.35,-0.0448369,9279.14,0,0
94.5,710.35,-0.0442449,9279.14,0,0
94.55,710.35,-0.0436606,9279.14,1,1
94.6,710.35,-0.0430841,9279.14,0,0
94.65,710.35,-0.0425152,9279.14,0,0
94.7,710.351,-0.0419538,9279.14,0,0
94.75,710.351,-0.0413999,9279.14,1,1
94.8,710.351,-0.0408532,9279.14,0,0
94.85,710.351,-0.0403138,9279.14,0,0
94.9,710.351,-0.0397814,9279.14,0,0
94.95,710.351,-0.0392562,9279.14,0,0
95,710.351,-0.0387378,9279.14,0,0
95.05,710.352,-0.0382263,9279.14,1,1
95.1,710.352,-0.0377215,9279.14,0,0
95.15,710.352,-0.0372234,9279.14,0,0
95.2,710.352,-0.0367319,9279.13,0,0
95.25,710.352,-0.0362469,9279.13,1,1
95.3,710.352,-0.0357683,9279.13,1,1
95.35,710.352,-0.035296,9279.13,1,1
95.4,710.352,-0.0348299,9279.13,0,0
95.45,710.353,-0.03437,9279.13,0,0
95.5,710.353,-0.0339162,9279.13,0,0
95.55,710.353,-0.0334683,9279.13,0,0
95.6,710.353,-0.0330264,9279.13,1,1
95.65,710.353,-0.0325903,9279.13,0,0
95.7,710.353,-0.03216,9279.13,0,0
95.75,710.353,-0.0317353,9279.13,0,0
95.8,710.353,-0.0313163,9279.13,0,0
95.85,710.353,-0.0309028,9279.13,0,0
95.9,710.353,-0.0304947,9279.13,0,0
95.95,710.354,-0.0300921,9279.13,0,0
96,710.354,-0.0296947,9279.13,0,0
96.05,710.354,-0.0293026,9279.13,0,0
96.1,710.354,-0.0289157,9279.13,1,1
96.15,710.354,-0.0285339,9279.12,0,0
96.2,710.354,-0.0281571,9279.12,0,0
96.25,710.354,-0.0277853,9279.12,0,0
96.3,710.354,-0.0274184,9279.12,0,0
96.35,710.354,-0.0270564,9279.12,0,0
96.4,710.354,-0.0266991,9279.12,0,0
96.45,710.355,-0.0263466,9279.12,0,0
96.5,710.355,-0.0259987,9279.12,0,0
96.55,710.355,-0.0256554,9279.12,1,1
96.6,710.355,-0.0253166,9279.12,0,0
96.65,710.355,-0.0249823,9279.12,0,0
96.7,710.355,-0.0246525,9279.12,0,0
96.75,710.355,-0.0243269,9279.12,1,1
96.8,710.355,-0.0240057,9279.12,0,0
96.85,710.355,-0.0236887,9279.12,0,0
96.9,710.355,-0.0233759,9279.12,0,0
96.95,710.355,-0.0230673,9279.12,0,0
97,710.355,-0.0227627,9279.12,0,0
97.05,710.356,-0.0224621,9279.12,0,0
97.1,710.356,-0.0221655,9279.12,0,0
97.15,710.356,-0.0218728,9279.12,0,0
97.2,710.356,-0.021584,9279.12,0,0
97.25,710.356,-0.021299,9279.12,0,0
97.3,710.356,-0.0210178,9279.12,0,0
97.35,710.356,-0.0207403,9279.11,0,0
97.4,710.356,-0.0204664,9279.11,0,0
97.45,710.356,-0.0201962,9279.11,1,1
97.5,710.356,-0.0199295,9279.11,0,0
97.55,710.356,-0.0196663,9279.11,0,0
97.6,710.356,-0.0194066,9279.11,0,0
97.65,710.356,-0.0191504,9279.11,0,0
97.7,710.356,-0.0188975,9279.11,0,0
97.75,710.357,-0.018648,9279.11,0,0
97.8,710.357,-0.0184018,9279.11,1,1
97.85,710.357,-0.0181588,9279.11,0,0
97.9,710.357,-0.017919,9279.11,0,0
97.95,710.357,-0.0176824,9279.11,0,0
98,710.357,-0.0174489,9279.11,0,0
98.05,710.357,-0.0172185,9279.11,1,1
98.1,710.357,-0.0169911,9279.11,0,0
98.15,710.357,-0.0167668,9279.11,0,0
98.2,710.357,-0.0165454,9279.11,1,1
98.25,710.357,-0.0163269,9279.11,1,1
98.3,710.357,-0.0161113,9279.11,0,0
98.35,710.357,-0.0158986,9279.11,0,0
98.4,710.357,-0.0156887,9279.11,0,0
98.45,710.357,-0.0154815,9279.11,0,0
98.5,710.357,-0.0152771,9279.11,0,0
98.55,710.357,-0.0150754,9279.11,0,0
98.6,710.357,-0.0148763,9279.11,0,0
98.65,710.358,-0.0146799,9279.11,0,0
98.7,710.358,-0.014486,9279.11,0,0
98.75,710.358,-0.0142947,9279.11,0,0
98.8,710.358,-0.014106,9279.11,0,0
98.85,710.358,-0.0139197,9279.11,0,0
98.9,710.358,-0.0137359,9279.11,0,0
98.95,710.358,-0.0135546,9279.11,0,0
99,710.358,-0.0133756,9279.11,0,0
99.05,710.358,-0.013199,9279.11,0,0
99.1,710.358,-0.0130247,9279.11,0,0
99.15,710.358,-0.0128527,9279.1,0,0
99.2,710.358,-0.012683,9279.1,0,0
99.25,710.358,-0.0125155,9279.1,0,0
99.3,710.358,-0.0123503,9279.1,0,0
99.35,710.358,-0.0121872,9279.1,0,0
99.4,710.358,-0.0120263,9279.1,0,0
99.45,710.358,-0.0118675,9279.1,0,0
99.5,710.358,-0.0117108,9279.1,0,0
99.55,710.358,-0.0115561,9279.1,0,0
99.6,710.358,-0.0114035,9279.1,0,0
99.65,710.358,-0.011253,9279.1,0,0
99.7,710.358,-0.0111044,9279.1,0,0
99.75,710.358,-0.0109577,9279.1,0,0
99.8,710.358,-0.0108131,9279.1,0,0
99.85,710.359,-0.0106703,9279.1,0,0
99.9,710.359,-0.0105294,9279.1,0,0
99.95,710.359,-0.0103903,9279.1,0,0
100,710.359,-0.0102531,9279.1,0,0
100.05,710.359,-0.0101178,9279.1,0,0
100.1,710.359,-0.00998416,9279.1,0,0
100.15,710.359,-0.00985233,9279.1,0,0
100.2,710.359,-0.00972224,9279.1,0,0
100.25,710.359,-0.00959386,9279.1,0,0
100.3,710.359,-0.00946718,9279.1,0,0
100.35,710.359,-0.00934217,9279.1,0,0
100.4,710.359,-0.00921881,9279.1,0,0
100.45,710.359,-0.00909709,9279.1,0,0
100.5,710.359,-0.00897697,9279.1,0,0
100.55,710.359,-0.00885843,9279.1,1,1
100.6,710.359,-0.00874146,9279.1,1,1
100.65,710.359,-0.00862604,9279.1,1,1
100.7,710.359,-0.00851213,9279.1,0,0
100.75,710.359,-0.00839974,9279.1,0,0
100.8,710.359,-0.00828882,9279.1,0,0
100.85,710.359,-0.00817938,9279.1,0,0
100.9,710.359,-0.00807137,9279.1,0,0
100.95,710.359,-0.0079648,9279.1,0,0
101,710.359,-0.00785963,9279.1,0,0
101.05,710.359,-0.00775584,9279.1,0,0
101.1,710.359,-0.00765343,9279.1,0,0
101.15,710.359,-0.00755237,9279.1,0,0
101.2,710.359,-0.00745265,9279.1,0,0
101.25,710.359,-0.00735424,9279.1,0,0
101.3,710.359,-0.00725714,9279.1,0,0
101.35,710.359,-0.00716131,9279.1,0,0
101.4,710.359,-0.00706675,9279.1,0,0
101.45,710.359,-0.00697344,9279.1,0,0
101.5,710.359,-0.00688136,9279.1,0,0
101.55,710.36,-0.00679049,9279.1,0,0
101.6,710.36,-0.00670083,9279.1,0,0
101.65,710.36,-0.00661235,9279.1,0,0
101.7,710.36,-0.00652504,9279.1,1,1
101.75,710.36,-0.00643888,9279.1,0,0
101.8,710.36,-0.00635386,9279.1,2,2
101.85,710.36,-0.00626996,9279.1,1,1
101.9,710.36,-0.00618717,9279.1,0,0
101.95,710.36,-0.00610547,9279.1,0,0
102,710.36,-0.00602485,9279.1,0,0
102.05,710.36,-0.0059453,9279.1,0,0
102.1,710.36,-0.00586679,9279.1,0,0
102.15,710.36,-0.00578933,9279.1,0,0
102.2,710.36,-0.00571288,9279.1,0,0
102.25,710.36,-0.00563745,9279.1,0,0
102.3,710.36,-0.00556301,9279.1,0,0
102.35,710.36,-0.00548955,9279.1,0,0
102.4,710.36,-0.00541707,9279.1,1,1
102.45,710.36,-0.00534554,9279.1,0,0
102.5,710.36,-0.00527496,9279.1,0,0
102.55,710.36,-0.0052053,9279.1,0,0
102.6,710.36,-0.00513657,9279.1,0,0
102.65,710.36,-0.00506875,9279.1,1,1
102.7,710.36,-0.00500182,9279.1,0,0
102.75,710.36,-0.00493577,9279.09,0,0
102.8,710.36,-0.0048706,9279.09,0,0
102.85,710.36,-0.00480628,9279.09,0,0
102.9,710.36,-0.00474282,9279.09,0,0
102.95,710.36,-0.00468019,9279.09,0,0
103,710.36,-0.0046184,9279.09,0,0
103.05,710.36,-0.00455741,9279.09,0,0
103.1,710.36,-0.00449723,9279.09,0,0
103.15,710.36,-0.00443785,9279.09,0,0
103.2,710.36,-0.00437925,9279.09,1,1
103.25,710.36,-0.00432143,9279.09,0,0
103.3,710.36,-0.00426437,9279.09,0,0
103.35,710.36,-0.00420806,9279.09,0,0
103.4,710.36,-0.00415249,9279.09,0,0
103.45,710.36,-0.00409766,9279.09,0,0
103.5,710.36,-0.00404356,9279.09,0,0
103.55,710.36,-0.00399016,9279.09,0,0
103.6,710.36,-0.00393748,9279.09,2,2
103.65,710.36,-0.00388548,9279.09,2,2
103.7,710.36,-0.00383418,9279.09,0,0
103.75,710.36,-0.00378355,9279.09,0,0
103.8,710.36,-0.00373359,9279.09,0,0
103.85,710.36,-0.00368429,9279.09,0,0
103.9,710.36,-0.00363564,9279.09,0,0
103.95,710.36,-0.00358764,9279.09,0,0
104,710.36,-0.00354026,9279.09,0,0
104.05,710.36,-0.00349352,9279.09,0,0
104.1,710.36,-0.00344739,9279.09,1,1
104.15,710.36,-0.00340187,9279.09,0,0
104.2,710.36,-0.00335695,9279.09,0,0
104.25,710.36,-0.00331262,9279.09,0,0
104.3,710.36,-0.00326888,9279.09,0,0
104.35,710.36,-0.00322572,9279.09,0,0
104.4,710.36,-0.00318312,9279.09,1,1
104.45,710.36,-0.00314109,9279.09,0,0
104.5,710.36,-0.00309962,9279.09,0,0
104.55,710.36,-0.00305869,9279.09,0,0
104.6,710.36,-0.0030183,9279.09,0,0
104.65,710.36,-0.00297845,9279.09,0,0
104.7,710.36,-0.00293912,9279.09,0,0
104.75,710.361,-0.00290031,9279.09,0,0
104.8,710.361,-0.00286201,9279.09,0,0
104.85,710.361,-0.00282422,9279.09,0,0
104.9,710.361,-0.00278693,9279.09,0,0
104.95,710.361,-0.00275013,9279.09,0,0
105,710.361,-0.00271382,9279.09,0,0
105.05,710.361,-0.00267798,9279.09,0,0
105.1,710.361,-0.00264262,9279.09,0,0
105.15,710.361,-0.00260773,9279.09,0,0
105.2,710.361,-0.00257329,9279.09,0,0
105.25,710.361,-0.00253931,9279.09,1,1
105.3,710.361,-0.00250578,9279.09,0,0
105.35,710.361,-0.0024727,9279.09,0,0
105.4,710.361,-0.00244005,9279.09,0,0
105.45,710.361,-0.00240783,9279.09,0,0
105.5,710.361,-0.0520452,9279.09,1,0
105.55,710.361,-0.051358,9279.09,0,0
105.6,710.361,-0.0506798,9279.09,0,0
105.65,710.361,-0.0500106,9279.09,1,1
105.7,710.361,-0.0493503,9279.09,0,0
105.75,710.362,-0.0486986,9279.09,0,0
105.8,710.362,-0.0480556,9279.09,0,0
105.85,710.362,-0.0474211,9279.09,1,1
105.9,710.362,-0.0467949,9279.08,0,0
105.95,710.362,-0.046177,9279.08,0,0
106,710.362,-0.0455673,9279.08,1,1
106.05,710.363,-0.0449656,9279.08,0,0
106.1,710.363,-0.0443718,9279.08,0,0
106.15,710.363,-0.0437859,9279.08,0,0
106.2,710.363,-0.0432078,9279.08,0,0
106.25,710.363,-0.0426372,9279.08,0,0
106.3,710.363,-0.0420743,9279.08,0,0
106.35,710.363,-0.0415187,9279.08,0,0
106.4,710.364,-0.0409705,9279.08,0,0
106.45,710.364,-0.0404295,9279.08,0,0
106.5,710.364,-0.0398956,9279.08,0,0
106.55,710.364,-0.0393688,9279.08,0,0
106.6,710.364,-0.038849,9279.07,0,0
106.65,710.364,-0.038336,9279.07,0,0
106.7,710.364,-0.0378298,9279.07,0,0
106.75,710.364,-0.0373303,9279.07,0,0
106.8,710.365,-0.0368374,9279.07,0,0
106.85,710.365,-0.036351,9279.07,0,0
106.9,710.365,-0.035871,9279.07,0,0
106.95,710.365,-0.0353973,9279.07,0,0
107,710.365,-0.0349299,9279.07,0,0
107.05,710.365,-0.0344687,9279.07,0,0
107.1,710.365,-0.0340136,9279.07,0,0
107.15,710.365,-0.0335644,9279.07,0,0
107.2,710.366,-0.0331213,9279.07,0,0
107.25,710.366,-0.0326839,9279.07,0,0
107.3,710.366,-0.0322523,9279.07,0,0
107.35,710.366,-0.0318265,9279.07,0,0
107.4,710.366,-0.0314062,9279.07,0,0
107.45,710.366,-0.0309915,9279.06,0,0
107.5,710.366,-0.0305823,9279.06,0,0
107.55,710.366,-0.0301785,9279.06,0,0
107.6,710.366,-0.02978,9279.06,0,0
107.65,710.366,-0.0293868,9279.06,0,0
107.7,710.367,-0.0289987,9279.06,0,0
107.75,710.367,-0.0286158,9279.06,0,0
107.8,710.367,-0.028238,9279.06,0,0
107.85,710.367,-0.0278651,9279.06,0,0
107.9,710.367,-0.0274972,9279.06,0,0
107.95,710.367,-0.0271341,9279.06,0,0
108,710.367,-0.0267758,9279.06,0,0
108.05,710.367,-0.0264223,9279.06,0,0
108.1,710.367,-0.0260734,9279.06,0,0
108.15,710.367,-0.0257291,9279.06,0,0
108.2,710.367,-0.0253894,9279.06,0,0
108.25,710.368,-0.0250541,9279.06,0,0
108.3,710.368,-0.0247233,9279.06,0,0
108.35,710.368,-0.0243968,9279.06,0,0
108.4,710.368,-0.0240747,9279.06,0,0
108.45,710.368,-0.0237568,9279.06,0,0
108.5,710.368,-0.0234431,9279.06,0,0
108.55,710.368,-0.0231336,9279.06,0,0
108.6,710.368,-0.0228281,9279.05,0,0
108.65,710.368,-0.0225267,9279.05,0,0
108.7,710.368,-0.0222292,9279.05,0,0
108.75,710.368,-0.0219357,9279.05,0,0
108.8,710.368,-0.021646,9279.05,0,0
108.85,710.369,-0.0213602,9279.05,0,0
108.9,710.369,-0.0210782,9279.05,0,0
108.95,710.369,-0.0207999,9279.05,0,0
109,710.369,-0.0205252,9279.05,0,0
109.05,710.369,-0.0202542,9279.05,0,0
109.1,710.369,-0.0199867,9279.05,0,0
109.15,710.369,-0.0197228,9279.05,0,0
109.2,710.369,-0.0194624,9279.05,0,0
109.25,710.369,-0.0192054,9279.05,0,0
109.3,710.369,-0.0189518,9279.05,0,0
109.35,710.369,-0.0187016,9279.05,0,0
109.4,710.369,-0.0184546,9279.05,0,0
109.45,710.369,-0.018211,9279.05,0,0
109.5,710.369,-0.0179705,9279.05,0,0
109.55,710.369,-0.0177332,9279.05,0,0
109.6,710.369,-0.0174991,9279.05,0,0
109.65,710.37,-0.017268,9279.05,0,0
109.7,710.37,-0.01704,9279.05,0,0
109.75,710.37,-0.016815,9279.05,0,0
109.8,710.37,-0.016593,9279.05,0,0
109.85,710.37,-0.0163739,9279.05,0,0
109.9,710.37,-0.0161576,9279.05,0,0
109.95,710.37,-0.0159443,9279.05,0,0
110,710.37,-0.0157338,9279.05,0,0
110.05,710.37,-0.015526,9279.05,0,0
110.1,710.37,-0.015321,9279.05,1,1
110.15,710.37,-0.0151187,9279.05,0,0
110.2,710.37,-0.0149191,9279.04,0,0
110.25,710.37,-0.0147221,9279.04,0,0
110.3,710.37,-0.0145277,9279.04,1,1
110.35,710.37,-0.0143358,9279.04,0,0
110.4,710.37,-0.0141466,9279.04,0,0
110.45,710.37,-0.0139598,9279.04,0,0
110.5,710.37,-0.0137754,9279.04,0,0
110.55,710.37,-0.0135935,9279.04,0,0
110.6,710.371,-0.013414,9279.04,0,0
110.65,710.371,-0.0132369,9279.04,0,0
110.7,710.371,-0.0130621,9279.04,0,0
110.75,710.371,-0.0128897,9279.04,0,0
110.8,710.371,-0.0127195,9279.04,0,0
110.85,710.371,-0.0125515,9279.04,0,0
110.9,710.371,-0.0123858,9279.04,0,0
110.95,710.371,-0.0122222,9279.04,0,0
111,710.371,-0.0120608,9279.04,0,0
111.05,710.371,-0.0119016,9279.04,0,0
111.1,710.371,-0.0117444,9279.04,0,0
111.15,710.371,-0.0115894,9279.04,0,0
111.2,710.371,-0.0114363,9279.04,0,0
111.25,710.371,-0.0112853,9279.04,0,0
111.3,710.371,-0.0111363,9279.04,0,0
111.35,710.371,-0.0109893,9279.04,0,0
111.4,710.371,-0.0108442,9279.04,0,0
111.45,710.371,-0.010701,9279.04,0,0
111.5,710.371,-0.0105597,9279.04,0,0
111.55,710.371,-0.0104202,9279.04,0,0
111.6,710.371,-0.0102826,9279.04,0,0
111.65,710.371,-0.0101469,9279.04,0,0
111.7,710.371,-0.0100129,9279.04,0,0
111.75,710.371,-0.00988067,9279.04,0,0
111.8,710.371,-0.00975021,9279.04,0,0
111.85,710.371,-0.00962146,9279.04,0,0
111.9,710.372,-0.00949442,9279.04,0,0
111.95,710.372,-0.00936905,9279.04,0,0
112,710.372,-0.00924534,9279.04,0,0
112.05,710.372,-0.00912326,9279.04,0,0
112.1,710.372,-0.00900279,9279.04,0,0
112.15,710.372,-0.00888392,9279.04,0,0
112.2,710.372,-0.00876661,9279.04,0,0
112.25,710.372,-0.00865086,9279.04,0,0
112.3,710.372,-0.00853663,9279.04,0,0
112.35,710.372,-0.00842391,9279.04,0,0
112.4,710.372,-0.00831268,9279.04,0,0
112.45,710.372,-0.00820291,9279.04,0,0
112.5,710.372,-0.0080946,9279.04,0,0
112.55,710.372,-0.00798772,9279.04,0,0
112.6,710.372,-0.00788224,9279.04,0,0
112.65,710.372,-0.00777816,9279.04,0,0
112.7,710.372,-0.00767546,9279.04,0,0
112.75,710.372,-0.00757411,9279.04,0,0
112.8,710.372,-0.0074741,9279.04,0,0
112.85,710.372,-0.00737541,9279.04,0,0
112.9,710.372,-0.00727802,9279.04,0,0
112.95,710.372,-0.00718192,9279.04,0,0
113,710.372,-0.00708709,9279.03,0,0
113.05,710.372,-0.00699351,9279.03,0,0
113.1,710.372,-0.00690117,9279.03,0,0
113.15,710.372,-0.00681004,9279.03,0,0
113.2,710.372,-0.00672012,9279.03,0,0
113.25,710.372,-0.00663138,9279.03,0,0
113.3,710.372,-0.00654382,9279.03,0,0
113.35,710.372,-0.00645742,9279.03,0,0
113.4,710.372,-0.00637215,9279.03,0,0
113.45,710.372,-0.00628801,9279.03,0,0
113.5,710.372,-0.00620498,9279.03,0,0
113.55,710.372,-0.00612305,9279.03,0,0
113.6,710.372,-0.0060422,9279.03,0,0
113.65,710.372,-0.00596242,9279.03,0,0
113.7,710.372,-0.00588369,9279.03,0,0
113.75,710.372,-0.005806,9279.03,0,0
113.8,710.372,-0.00572933,9279.03,0,0
113.85,710.372,-0.00565368,9279.03,0,0
113.9,710.373,-0.00557903,9279.03,0,0
113.95,710.373,-0.00550536,9279.03,0,0
114,710.373,-0.00543267,9279.03,0,0
114.05,710.373,-0.00536093,9279.03,0,0
114.1,710.373,-0.00529015,9279.03,0,0
114.15,710.373,-0.00522029,9279.03,0,0
114.2,710.373,-0.00515136,9279.03,0,0
114.25,710.373,-0.00508334,9279.03,0,0
114.3,710.373,-0.00501622,9279.03,0,0
114.35,710.373,-0.00494999,9279.03,0,0
114.4,710.373,-0.00488462,9279.03,0,0
114.45,710.373,-0.00482013,9279.03,0,0
114.5,710.373,-0.00475648,9279.03,0,0
114.55,710.373,-0.00469367,9279.03,0,0
114.6,710.373,-0.0046317,9279.03,0,0
114.65,710.373,-0.00457054,9279.03,0,0
114.7,710.373,-0.00451019,9279.03,0,0
114.75,710.373,-0.00445063,9279.03,0,0
114.8,710.373,-0.00439187,9279.03,0,0
114.85,710.373,-0.00433388,9279.03,0,0
114.9,710.373,-0.00427665,9279.03,0,0
114.95,710.373,-0.00422018,9279.03,0,0
115,710.373,-0.00416446,9279.03,0,0
115.05,710.373,-0.00410947,9279.03,0,0
115.1,710.373,-0.0040552,9279.03,0,0
115.15,710.373,-0.00400166,9279.03,0,0
115.2,710.373,-0.00394882,9279.03,0,0
115.25,710.373,-0.00389668,9279.03,0,0
115.3,710.373,-0.00384523,9279.03,0,0
115.35,710.373,-0.00379445,9279.03,0,0
115.4,710.373,-0.00374435,9279.03,0,0
115.45,710.373,-0.00369491,9279.03,0,0
115.5,710.373,-0.00364612,9279.03,0,0
115.55,710.373,-0.00359797,9279.03,0,0
115.6,710.373,-0.00355047,9279.03,0,0
115.65,710.373,-0.00350358,9279.03,0,0
115.7,710.373,-0.00345732,9279.03,0,0
115.75,710.373,-0.00341167,9279.03,0,0
115.8,710.373,-0.00336662,9279.03,0,0
115.85,710.373,-0.00332217,9279.03,0,0
115.9,710.373,-0.0032783,9279.03,0,0
115.95,710.373,-0.00323501,9279.03,0,0
116,710.373,-0.0031923,9279.03,0,0
116.05,710.373,-0.00315015,9279.03,0,0
116.1,710.373,-0.00310855,9279.03,0,0
116.15,710.373,-0.0030675,9279.03,0,0
116.2,710.373,-0.003027,9279.03,0,0
116.25,710.373,-0.00298703,9279.03,0,0
116.3,710.373,-0.00294759,9279.03,0,0
116.35,710.373,-0.00290867,9279.03,0,0
116.4,710.373,-0.00287026,9279.03,0,0
116.45,710.373,-0.00283236,9279.03,0,0
116.5,710.373,-0.00279496,9279.03,0,0
116.55,710.373,-0.00275806,9279.03,0,0
116.6,710.373,-0.00272164,9279.03,0,0
116.65,710.373,-0.0026857,9279.03,0,0
116.7,710.373,-0.00265024,9279.03,0,0
116.75,710.373,-0.00261524,9279.03,0,0
116.8,710.373,-0.00258071,9279.03,0,0
116.85,710.373,-0.00254664,9279.03,0,0
116.9,710.373,-0.00251301,9279.03,0,0
116.95,710.373,-0.00247983,9279.03,0,0
117,710.373,-0.00244708,9279.03,0,0
117.05,710.373,-0.00241477,9279.03,0,0
117.1,710.373,-0.00238289,9279.03,0,0
117.15,710.373,-0.00235142,9279.03,0,0
117.2,710.373,-0.00232037,9279.03,0,0
117.25,710.373,-0.00228973,9279.03,0,0
117.3,710.373,-0.0022595,9279.03,0,0
117.35,710.373,-0.00222966,9279.03,0,0
117.4,710.373,-0.00220022,9279.03,0,0
117.45,710.373,-0.00217117,9279.03,0,0
117.5,710.373,-0.0021425,9279.03,0,0
117.55,710.373,-0.00211421,9279.03,0,0
117.6,710.373,-0.0020863,9279.03,0,0
117.65,710.373,-0.00205875,9279.03,0,0
117.7,710.373,-0.00203156,9279.03,0,0
117.75,710.373,-0.00200474,9279.03,0,0
117.8,710.373,-0.00197827,9279.03,0,0
117.85,710.373,-0.00195214,9279.03,0,0
117.9,710.373,-0.00192637,9279.03,0,0
117.95,710.373,-0.00190093,9279.03,0,0
118,710.373,-0.00187583,9279.03,0,0
118.05,710.373,-0.00185106,9279.03,0,0
118.1,710.373,-0.00182662,9279.03,0,0
118.15,710.373,-0.0018025,9279.03,0,0
118.2,710.373,-0.0017787,9279.03,0,0
118.25,710.373,-0.00175521,9279.03,0,0
118.3,710.373,-0.00173204,9279.03,0,0
118.35,710.373,-0.00170917,9279.03,0,0
118.4,710.374,-0.0016866,9279.03,0,0
118.45,710.374,-0.00166433,9279.03,0,0
118.5,710.374,-0.00164235,9279.03,0,0
118.55,710.374,-0.00162067,9279.03,0,0
118.6,710.374,-0.00159927,9279.03,0,0
118.65,710.374,-0.00157815,9279.03,0,0
118.7,710.374,-0.00155731,9279.03,0,0
118.75,710.374,-0.00153675,9279.03,0,0
118.8,710.374,-0.00151646,9279.03,0,0
118.85,710.374,-0.00149643,9279.03,0,0
118.9,710.374,-0.00147667,9279.03,0,0
118.95,710.374,-0.00145718,9279.03,0,0
119,710.374,-0.00143793,9279.03,0,0
119.05,710.374,-0.00141895,9279.03,0,0
119.1,710.374,-0.00140021,9279.03,0,0
119.15,710.374,-0.00138172,9279.03,0,0
119.2,710.374,-0.00136348,9279.03,0,0
119.25,710.374,-0.00134547,9279.03,0,0
119.3,710.374,-0.00132771,9279.03,0,0
119.35,710.374,-0.00131018,9279.03,0,0
119.4,710.374,-0.00129288,9279.03,0,0
119.45,710.374,-0.00127581,9279.03,0,0
119.5,710.374,-0.00125896,9279.03,0,0
119.55,710.374,-0.00124234,9279.03,0,0
119.6,710.374,-0.00122593,9279.03,0,0
119.65,710.374,-0.00120974,9279.03,0,0
119.7,710.374,-0.00119377,9279.03,0,0
119.75,710.374,-0.00117801,9279.03,0,0
119.8,710.374,-0.00116245,9279.03,0,0
119.85,710.374,-0.0011471,9279.03,0,0
119.9,710.374,-0.00113196,9279.03,0,0
119.95,710.374,-0.00111701,9279.03,0,0
120,710.374,-0.00110226,9279.03,0,0
120.05,710.374,-0.00108771,9279.03,0,0
120.1,710.374,-0.00107334,9279.03,0,0
120.15,710.374,-0.00105917,9279.03,0,0
120.2,710.374,-0.00104519,9279.03,0,0
120.25,710.374,-0.00103138,9279.03,0,0
120.3,710.374,-0.00101777,9279.03,0,0
120.35,710.374,-0.00100433,9279.03,0,0
120.4,710.374,-0.000991065,9279.03,0,0
120.45,710.374,-0.000977979,9279.03,0,0
120.5,710.374,-0.000965065,9279.03,0,0
120.55,710.374,-0.000952323,9279.03,0,0
120.6,710.374,-0.000939748,9279.03,0,0
120.65,710.374,-0.000927339,9279.03,0,0
120.7,710.374,-0.000915094,9279.03,0,0
120.75,710.374,-0.000903011,9279.03,0,0
120.8,710.374,-0.000891087,9279.03,0,0
120.85,710.374,-0.000879321,9279.03,0,0
120.9,710.374,-0.000867711,9279.03,0,0
120.95,710.374,-0.000856253,9279.03,0,0
121,710.374,-0.000844947,9279.03,0,0
121.05,710.374,-0.00083379,9279.03,0,0
121.1,710.374,-0.00082278,9279.03,0,0
121.15,710.374,-0.000811916,9279.03,0,0
121.2,710.374,-0.000801195,9279.03,0,0
121.25,710.374,-0.000790616,9279.03,0,0
121.3,710.374,-0.000780177,9279.03,0,0
121.35,710.374,-0.000769875,9279.03,0,0
121.4,710.374,-0.000759709,9279.03,0,0
121.45,710.374,-0.000749678,9279.03,0,0
121.5,710.374,-0.000739779,9279.03,0,0
121.55,710.374,-0.000730011,9279.03,0,0
121.6,710.374,-0.000720371,9279.03,0,0
121.65,710.374,-0.000710859,9279.03,0,0
121.7,710.374,-0.000701473,9279.03,0,0
121.75,710.374,-0.000692211,9279.03,0,0
121.8,710.374,-0.000683071,9279.03,0,0
